movie_title,movie_year,movie_rating,sex_nudity,violence_gore,language,movie_description
Calvary , 2014 , R ,6,6,6,"A Catholic priest (Brendan Gleeson) in a small Irish town is told by a parishioner during confession that he will be murdered in one week as an act of retribution for sexual child abuse by Catholic priests. Also struggling with alcoholism, the priest tries to deal with a bewildering and challenging situation. Also with Chris O'Dowd, Kelly Reilly, Aidan Gillen, Dylan Moran, Isaach De Bankolé, M. Emmet Walsh, Marie-Josée Croze, Domhnall Gleeson, David Wilmot, Pat Shortt, Gary Lydon, Killian Scott, Orla O'Rourke and Owen Sharpe. Directed by John Michael McDonagh. [1:40]"
Camp , 2003 , PG-13 ,4,3,5,"A group of teenage theater aficionados meet at Camp Ovation during summer vacation and live and learn and love and perform. The plot revolves around a former Broadway songwriter forced to work at the camp after a series of flops, who is inspired by the teenagers' enthusiasm and decides to put together a new production. With Daniel Letterle, Joanna Chilcoat, Robin de Jesus, Sasha Allen and Tiffany Taylor. Directed by Todd Graff. [1:55]"
The Campaign , 2012 , R ,7,5,7,"Two southern congressional candidates (Will Ferrell and Zach Galifianakis) compete for an office previously held by one of them, and which remained uncontested for years. The ensuing corporation-instigated campaign turns into a war of furiously escalating attack ads. Also with Jason Sudeikis, Dylan McDermott, Katherine LaNasa, Sarah Baker, John Lithgow and Dan Aykroyd. Directed by Jay Roach. [1:25]"
Camp Nowhere , 1994 , PG ,2,2,1,"Unbeknownst to their parents, kids create their own summer-camp, complete with video-games."
Candyman , 1992 , R ,4,9,4,"Virginia Madsen is a university researcher studying the Candyman legend: something about a big black man with a hook who's haunting Cabrini Green, the infamous Chicago housing project. His modus operandi is to go through apartments, slicing people open with his hook."
Candyman: Farewell to the Flesh , 1995 , R ,5,8,6,"The sequel to ""Candyman"" has the man with a hook running rampant again."
Can't Hardly Wait , 1998 , PG-13 ,4,2,6,"Recent high school graduates break up, make up, hook up and live it up at a wild post-ceremony party. With Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose, Peter Facinelli, Seth Green, Joel Michaely, Jay Paulson and Michelle Brookhurst. [1:40]"
The Canyons , 2013 , R ,9,5,10,"A psychopathic LA trust-fund control freak (James Deen) spins out of control after he learns of his girlfriend's (Linsday Lohan) affair with the lead of a movie he is financing. Also with Nolan Gerard Funk, Amanda Brooks, Gus Van Sant and Tenille Houston. Directed by Paul Schrader. [1:39]"
Capitalism: A Love Story , 2009 , R ,0,4,5,"Michael Moore documentary outlining the infatuation the American people have with capitalism, and how large corporations and the banking industry are controlling the government and making sure laws allow them to maximize profits at the expense of ordinary people. [2:07]"
Capote , 2005 , R ,2,6,5,"Philip Seymour Hoffman stars as Truman Capote, and portrays the famous author during his research of a murder in a small Kansas town that resulted in the celebrated book, ""In Cold Blood."" Also with Catherine Keener, Clifton Collins Jr., Chris Cooper and Bruce Greenwood. Directed by Bennett Miller. [1:54]"
Captain America: Civil War , 2016 , PG-13 ,1,7,3,"When the Avengers participate in a mission that ends disastrously, it is decided that in the future they should be controlled and restrained by a UN body. The group breaks into factions, each one believing they are right and each side suffers consequences. With Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp and Tom Holland. Directed by Anthony & Joe Russo. Several lines of dialogue are in other languages with English subtitles. [2:27]"
Captain America: The First Avenger 3D , 2011 , PG-13 ,3,6,4,"Set during World War II, America needs a hero against the Nazi extremist group Hydra, and the US Army chooses one of their rejects (Chris Evans) to undergo an experimental process that makes him Captain America, a superhero dedicated to defending America's ideals. He's then sent to take out the Red Skull (Hugo Weaving) and Adolf Hitler. Based on the Marvel comic. Also with Samuel L. Jackson, Tommy Lee Jones, Hayley Atwell and Sebastian Stan. Directed by Joe Johnston. [2:05]"
Captain America: The Winter Soldier , 2014 , PG-13 ,1,6,3,"Captain America (Chris Evans) continues to struggle with the modern world and must also face a foe from his past. Also with Samuel L. Jackson, Scarlett Johansson, Robert Redford, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo, Maximiliano Hernández and Emily VanCamp. Directed by Anthony Russo, Joe Russo & Joss Whedon. [2:15]"
Captain Corelli's Mandolin , 2001 , R ,6,7,5,"Italian soldiers invade the Greek island of Cephallonia during WWII, and Captain Antonio Corelli (Nicolas Cage), an Italian officer with a jovial personality and a passion for playing the mandolin, falls in love with a Greek woman (Penelope Cruz), the daughter of the village doctor. She slowly warms to the charming invader as they are forced to share her father's home, but then the humorless Nazis invade the island too. Also with John Hurt, Christian Bale and David Morrissey. [2:07]"
Captain Phillips , 2013 , PG-13 ,1,5,4,"Based on true events: Captain Richard Phillips (Tom Hanks) and his crew aboard the container ship MV Maersk Alabama are captured by Somalian pirates in April, 2009. The pirate leader (Barkhad Abdi) holds the captain hostage in a covered lifeboat for five days in an attempt to extort a huge ransom, until Navy SEALs arrive. Also with Michael Chernis, Corey Johnson, Max Martini, Chris Malkey, David Warshofsky and Catherine Keener. Directed by Paul Greengrass. Several scenes feature a Somali language with English subtitles. [2:14]"
Captain Ron , 1992 , PG-13 ,4,3,5,Martin Short and Mary Kay Place star as well-meaning parents who hire mercurial Captain Ron (Kurt Russell) to take their boat to Miami where it can be sold.
Captain Underpants: The First Epic Movie , 2017 , PG ,2,3,2,"Animated feature based on the popular children's book series: Two boys (with the voices of Kevin Hart and Thomas Middleditch) are threatened with separation when their angry principal (voiced by Ed Helms) figures that it would be the best way to stop their pranks and destroy their friendship. Also with the voices of Nick Kroll, Jordan Peele and Kristen Schaal. Directed by David Soren. [1:29]"
Captive , 2015 , PG-13 ,3,5,3,"A rapist (David Oyelowo) escapes trial after killing three people in the courtroom and captures a lonely methamphetamine addict (Kate Mara) as a hostage. Held for seven hours by the potentially deadly criminal, she reads aloud from Rick Warren's inspirational bestseller ""The Purpose Driven Life"" in an attempt to change her life and persuade the man to surrender to the police. Also with Michael K. Williams, Leonor Varela, Jessica Oyelowo and Mimi Rogers. Directed by Jerry Jameson. [1:37]"
"Car 54, Where Are You? ", 1994 , PG-13 ,3,3,3,"Film based on the '60s TV comedy, about two police officers of the Bronx's 53rd Precinct. With David Johansen, Al Lewis, Rosie O'Donnell."
Carlito's Way , 1993 , R ,4,7,7,Al Pacino and Sean Penn star in this familiar gangster tale about a bad guy who tries to make good but whose past keeps catching up to him. Also with Penelope Ann Miller.
Carnage , 2011 , R ,1,4,6,"When two sets of parents (Jodie Foster and John C. Reilly, and Christoph Waltz and Kate Winslet) meet to discuss a fight between their two sons, but their conversation quickly deteriorates into chaos. Directed by Roman Polanski. [1:19]"
Carol , 2015 , R ,7,3,5,"Set in the 1950s, a woman (Rooney Mara) working in a department store in New York City meets and becomes infatuated with an older woman (Cate Blanchett) with life changing results. Also with Kyle Chandler, Jake Lacy, Sarah Paulson, John Magaro, Cory Michael Smith, Kevin Crowley, Sadie Heim and Kk Heim. Directed by Todd Haynes. [1:58]"
Carrie , 2013 , R ,6,7,5,"Remake of the 1976 film: Bullied by her peers and her zealously religious mother (Julianne Moore), Carrie White (Chloe Grace Moretz) takes violent revenge on everyone at her high school prom by using her telekinetic powers. Also with Judy Greer, Alex Russell, Portia Doubleday, Gabriella Wilde and Ansel Elgort. Directed by Kimberly Peirce. [1:40]"
Cars , 2006 , G ,2,3,2,"Pixar animated feature about Lightning McQueen (with the voice of Owen Wilson), a cocky, ambitious rookie race car that crashes into the sleepy Route 66 town of Radiator Springs, destroying the main street. Sentenced to community service, the hotshot gets to know the town's offbeat characters and learns that there's pleasure in the journey, not just getting there. Also with the voices of Paul Newman, Bonnie Hunt, Cheech Marin and Larry the Cable Guy. Directed by John Lasseter & Joe Ranft. [1:56]"
Cars 2 , 2011 , G ,2,4,1,"In this animated sequel, Lightning McQueen (voiced by Owen Wilson) and his best friend Mader (voiced by Larry the Cable Guy) are reunited, and this time they travel the world as McQueen competes in the World Grand Prix race against international superstar Francesco Bernoulli (voiced by John Turturro). While McQueen races, Mader is accidentally caught up in international espionage. Also with the voices of Michael Caine, Emily Mortimer, Eddie Izzard and Bonnie Hunt. Directed by John Lasseter and Brad Lewis. [1:53]"
Cars 3 , 2017 , G ,0,2,1,"Lightning McQueen (voiced by Owen Wilson) is back but faces a new generation of competitors that he fears he will never be able to beat. Hence, he resorts to some old-school training with the help of his friends. Also with the voices of Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy, Armie Hammer, Ray Magliozzi, Tony Shalhoub, Bonnie Hunt, Lea DeLaria, Kerry Washington and Bob Costas. Directed by Brian Fee. [1:49]"
Casa de Mi Padre , 2012 , R ,6,8,6,"In a Spanish-language spoof of 1970's Mexican westerns, a man (Will Ferrell) and his brother (Diego Luna) feud over the use of their father's land. Their feud grows stronger when a neighboring drug lord (Gael Garcia Bernal) learns that one of the men is marrying his niece. Also with Nick Offerman, Pedro Armendariz Jr., Efren Ramirez and Genesis Rodriguez. Directed by Matt Piedmont. [1:24]"
Casanova , 2005 , R ,6,3,4,"Heath Ledger portrays the notorious charmer Giacomo Casanova, witty and dashing lover of 18th century Venice. Under the watchful eye of the local Inquisitor and repeatedly arrested for debauchery and fornication, Casanova always seems to get away until he is finally ordered to get married or be exiled. That's when he meets his romantic match, the only woman (Sienna Miller) who seems able to resist his charms. Also with Jeremy Irons, Lena Olin and Oliver Platt. Directed by Lasse Hallstrom. [1:48]"
The Case for Christ , 2017 , PG ,1,3,2,"An investigative reporter and atheist (Mike Vogel) sets out to use journalistic and legal methods to disprove the existence of Jesus Christ. Tensions rise as his wife (Erica Christensen) becomes a believer, and after exhausting his methods, the reporter may have to accept her belief. Also with Faye Dunaway, Frankie Faison and Robert Forster. Directed by Jon Gunn. [1:52]"
Case 39 , 2010 , R ,2,8,5,"After a diligent social worker (Renee Zellweger) brings an abused child (Jodelle Ferland) to live with her, mysterious and gory murders begin taking place all around her, and she soon discovers that the child is not as innocent as she thought. Also with Ian McShane, Bradley Cooper and Callum Keith Rennie. Directed by Christian Alvart. [1:49]"
Casino , 1995 , R ,5,9,10,"Robert De Niro and Joe Pesci help the mob run Las Vegas in the 1970's. Also with Sharon Stone, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John I. Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison and Vinny Vella. Directed by Martin Scorsese. [2:58]"
Casino Jack , 2010 , R ,6,6,9,"Based on the true story of lobbyist Jack Abramaoff (Kevin Spacey), who pled guilty in 2006 to charges that he defrauded American Indian tribes and corrupted public officials. The film traces his rise and fall as he hobnobs with prominent Republican politicians and Washington operatives like Tom DeLay, Grover Norquist, Ralph Reed and Bob Ney. Also with Barry Pepper, Kelly Preston, Rachelle Lefevre, Jon Lovitz, Christian Campbell, Yannick Bisson, Spencer Garret and David Fraser. Directed by George Hickenlooper. [1:48]"
Casino Royale , 2006 , PG-13 ,5,7,4,"Daniel Craig takes over as 007, in this prequel to the long-running franchise. James Bond has just been elevated to double-O status, which gives him license to kill. But after he is photographed killing someone, M (Judi Dench) is furious and Bond decides to investigate a banker suspected of ties to international terrorism on his own. Also with Mads Mikkelsen, Eva Green and Jeffrey Wright. Directed by Martin Campbell. [2:24]"
Casper , 1995 , PG ,1,4,1,Casper the Friendly Ghost is back and has made friends with psychologist to the ghosts Bill Pullman and his daughter Christina Ricci.
Cast Away , 2000 , PG-13 ,3,6,3,"Tom Hanks plays a FedEx executive whose plane goes down, leaving him stranded on a deserted island in the South Pacific for four years. Like a modern Robinson Crusoe he has to survive by using his wits, while his fiancée, friends and colleagues assume he's dead. Also with Helen Hunt, Valerie Wildman, Geoffrey Blake and Jennifer Lewis. [2:24]"
The Castle , 1997 , R ,1,2,8,"In this Australian comedy, a close-knit family fights to stay in their home after they're told the airport next door is expanding onto their property. With Michael Caton, Anne Tenney, Stephen Curry, Anthony Simcoe, Sophie Lee, Wayne Hope, Tiriel Mora, Eric Bana, Charles ""Bud"" Tingwell, Costas Kilias, Monty Maizels and Lynda Gibson. [1:33]"
Catch A Fire , 2006 , PG-13 ,4,7,5,"Tim Robbins stars as a South African anti-terrorism agent, prior to the abolition of Apartheid, when torture and murder were accepted practices in the name of weeding out the threat of an underground revolutionary movement. After an explosion at a nuclear power plant, he is determined to pin the act on an employee (Derek Luke) of the plant who cannot satisfactorily explain his whereabouts for that evening. Also with, Bonnie Henna, Mncedisi Shabangu and Terry Pheto. Directed by Phillip Noyce. [1:42]"
Catch and Release , 2007 , PG-13 ,6,3,4,"Jennifer Garner stars as a woman whose fiancé dies in a boating accident and leaves her grieving but befuddled when she discovers that there might have been another woman (Juliette Lewis) in his life. Also with Timothy Olyphant, Sam Jaeger and Fiona Shaw. Directed by Susannah Grant. [1:51]"
Catch Me If You Can , 2002 , PG-13 ,5,4,5,"Steven Spielberg film, ostensibly based on true events, about con man extraordinaire Frank Abagnale, Jr. (played by Leonardo DiCaprio) who worked as a doctor, a lawyer and as a co-pilot for a major airline before he was even 18. A master of deception and an excellent forger, he was also a bank robber and acquired over $4 million by passing bad checks. Tom Hanks co-stars as FBI Agent Carl Hanratty who's made it his principal mission to capture Frank and bring him to justice. Also with Jennifer Garner, Martin Sheen and Christopher Walken. [2:20]"
Catch That Kid , 2004 , PG ,3,3,2,"A teen (Kristen Stewart) with a passion for rock climbing needs $200,000 to pay for her father's surgery -- an old spinal injury has paralyzed him. After her family is refused a bank loan, she decides the only way to get the money is to steal it from the bank's ultra high-tech vault. She enlists two friends to help her with the heist, which requires her to climb 100 feet straight up. Also with Corbin Bleu, Jennifer Beals, Max Theiriot and Sam Robards. Directed by Bart Freundlich. [1:42]"
Catfish , 2010 , PG-13 ,4,2,4,"Ostensibly a documentary about a young New York photographer (Nev Schulman), who develops an online relationship with a family in rural Michigan -- first with a talented 8-year-old girl who reproduces his photos as paintings and then with her 19-year-old half-sister. However, the circumstances may not be as they seem. Also with Megan Faccio and Melody C. Roscher. Directed by Henry Joost & Ariel Schulman. [1:34]"
Cats and Dogs , 2001 , PG ,0,4,3,"Humans have been oblivious to the fact that dogs have been fighting for thousands of years to keep humankind from falling under the rule of the cats. When Mr. Tinkles (voice of Sean Hayes), a rogue cat, initiates a plan to disable the world's dog population by making humans allergic to all manner of canines and thus leaving humans defenseless against feline tyranny, a team of super secret agent dogs and a puppy named Lou (voice of Tobey Maguire) come to the rescue and save humans from slavery. Also with Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Alec Baldwin, Michael Clarke Duncan, Joe Pantoliano and Susan Sarandon. [1:33]"
Cats & Dogs: The Revenge of Kitty Galore , 2010 , PG ,1,3,2,"The on-going war between cats and dogs is put aside when both sides realize that evil cat Kitty Galore (voiced by Bette Midler) has plans to take over the world, and make all humans her pets. To defend humanity two Dog Operatives (voiced by James Marsden and Nick Nolte) band together with a Cat Secret Forces Agent (voiced by Christina Applegate) and a bumbling pigeon (voiced by Katt Williams). Also with the voices of Neil Patrick Harris, Sean Hayes and Roger Moore and acting by Chris O'Donnell. Directed by Brad Peyton. [1:22]"
Cats Don't Dance , 1997 , G ,0,1,0,An animated cat tries to make it big in 1930's Hollywood.
The Cat's Meow , 2002, PG-13 ,5,3,5,"It's 1924 and William Randolph Hearst (Edward Herrmann) and his mistress Marion Davies (Kirsten Dunst) are throwing a birthday party for Thomas Ince (Cary Elwes), a once-influential Hollywood producer, on Hearst's yacht. Jealousy and deception color the mood before the yacht even sets sail, resulting in a murder which is quickly and masterfully covered-up. Also with Eddie Izzard, Cary Elwes and Joanna Lumley. [1:52]"
Catwoman , 2004 , PG-13 ,4,5,3,"Halle Berry stars as a mild-mannered and insecure struggling artist working in the design department of a cosmetics company run by a greedy, power-mongering couple (Sharon Stone and Lambert Wilson). When she discovers a company secret about a miraculous face cream that prevents and reverses aging, she becomes the target of a conspiracy. That's when she's mysteriously transformed into Catwoman, finding confidence in her newfound strength and agility, but at the same time balancing between being good and being bad. Based on the DC Comics character. Also with Benjamin Bratt, Frances Conroy, Ellen Pompeo and Alex Borstein. Directed by Jean-Christophe 'Pitof' Comar. [1:44]"
The Cave , 2005 , PG-13 ,1,7,5,"A group of cave divers goes deeper than they have been before, in order to explore a yet unknown cave system. After an accident closes off their only exit they scramble to find a way out before their supplies are exhausted, but they must also fight off creatures that seem to be occupying the caves and bear a resemblance to ancient depictions of demons. With Morris Chestnut, Eddie Cibrian, Cole Hauser, Piper Perabo and Lena Headey. Directed by Bruce Hunt. [1:37]"
Cave of Forgotten Dreams , 2011 , NR ,2,2,1,"Director Werner Herzog gained access and permission to film inside the Chauvet caves in Southern France. He proceeded to capture the imagery of the oldest cave paintings ever discovered, and the natural setting of the cave is juxtaposed with interviews of archeologists and historians. Narrated by Herzog. [1:30]"
CB4 , 1993 , R ,6,3,9,"Chris Rock stars as the leader of a rap band, in this parody of what it really takes to make it as a rapper. The band's lyrics and actions are an exaggerated version of controversial rap groups like NWA."
Cedar Rapids , 2011 , R ,7,3,6,"When a small-town insurance agent (Ed Helms) goes to the annual insurance convention in Cedar Rapids, Iowa, he has no idea what he's in for: after three convention veterans (Anne Heche, John C. Reilly and Isiah Whitlock Jr.) take him under their wing, he finds a whole new aspect to insurance sales. Also with Sigourney Weaver, Alia Shawkat, Rob Corddry and Stephen Root. Directed by Miguel Arteta. [1:26]"
Celebrity , 1998 , R ,7,2,9,"Woody Allen comedy with Kenneth Branagh as a newly-divorced writer searching for fame, fortune and perfect love. Also with Judy Davis, Leonardo DiCaprio and Winona Ryder."
Celeste and Jesse Forever , 2012 , R ,7,1,9,"High school sweethearts (Rashida Jones and Andy Samberg) that married directly out of college find themselves six years afterward, divorced and struggling with their emotions, as they attempt to stay best friends while pursuing other relationships. Also with Elijah Wood, Ari Graynor, Eric Christian Olsen, Emma Roberts and Chris Messina. Directed by Lee Toland Krieger. [1:31]"
The Cell , 2000 , R ,6,10,8,"Jennifer Lopez plays a child therapist who enters the mind of a comatose serial killer (Vincent D'Onofrio) in an attempt to find his last prisoner before he dies. Also with Vince Vaughn, Marianne Jean-Baptiste, Jake Weber, Dylan Baker, Tara Subkoff, Patrick Bauchau, Gerry Becker, James Gammon, Catherine Sutherland, Jake Thomas and Pruitt Taylor Vince. [1:47]"
Cellular , 2004 , PG-13 ,3,6,5,"A woman who is kidnapped (Kim Basinger) manages to rebuild a shattered telephone and dials a random cell phone number. She pleads with the man who answers (Chris Evans) to help her, and finally she manages to convince him that it is not a prank call. Unable to enlist the help of the police the man tries frantically to find her and free her. Also with Jason Statham, Jessica Biel and Noah Emmerich. Directed by David R. Ellis. [1:35]"
Celtic Pride , 1996 , PG-13 ,1,2,5,Dan Aykroyd and Daniel Stern are such good basketball fans that they kidnap a rival team's star player (Damon Wayans).
The Cemetery Club , 1993 , PG-13 ,3,2,5,"Ellen Burstyn, Olympia Dukakis and Diane Ladd star as three very close, widowed friends who must decide how they want to handle the remainder of their lives."
Center Stage , 2000 , PG-13 ,4,1,5,"A Midwestern teen (Amanda Schull) realizes her dream of being admitted into a prestigious New York ballet school and discovers it's more emotionally and physically trying than she imagined. Also with Ilia Kulik, Eion Bailey, Susan May Pratt, Peter Gallagher, Debra Monk, Sascha Radetsky, Zoe Saldana and Ethan Steifel. [1:54]"
Central Intelligence , 2016 , PG-13 ,4,6,5,"Bullied as an overweight teen, the now powerfully built CIA agent (Dwayne Johnson) looks up his old classmate (Kevin Hart), who is a nervous accountant and no longer a star athlete. The agent needs his friend's help to save the US satellite surveillance system, but reluctant to confront danger, the accountant is co-opted and involved in intrigues and gunfights. Also with Amy Ryan, Jason Bateman, Aaron Paul and Danielle Nicolet. Directed by Rawson M. Thurber. [1:50]"
The Central Park Five , 2012 , NR ,3,4,5,"A documentary following the arrest, trial, wrongful conviction and imprisonment of five black and Latino teenagers in New York City. Arrested in 1989 and charged with raping and beating a white woman while engaging in an activity that became known as ""wilding,"" the infamous case was reopened when a serial rapist confessed to the crime, after the teens had spent as many as 13 years in jail. Directed by Ken Burns, Sarah Burns & David McMahon. [1:59]"
Central Station , 1998 , R ,2,4,6,"In this Brazilian drama (in Portuguese, with English subtitles), a woman begrudgingly helps a young boy find his long lost father after the boy's mother is killed. Starring Fernanda Montenegro, Vinicius de Oliveira, Marilia Pera, Soia Lira, Othon Bastos, Otavio Augusto, Stela Freitas, Matheus Nachtergaele and Caio Junqueira."
Chain Reaction , 1996 , PG-13 ,0,4,3,Keanu Reeves is on the run when the alternative energy project he works on blows up in his face and he becomes a material witness.
The Chamber , 1996 , R ,0,5,4,Gene Hackman is on death row and Chris O'Donnell is his attorney grandson trying to save him.
Changeling , 2008 , R ,4,7,5,"Based on a true story: In the late 1920s a woman (Angelina Jolie) whose 9-year-old son had disappeared will not stop searching for him and her tenacity leads her to a court fight against the Los Angeles police department. Also with Amy Ryan, John Malkovich, Jeffrey Donovan, Riki Lindhome, Kelly Lynn Warren, Colm Feore, Jason Butler Harner, Geoffrey Pierson and Gattlin Griffith. Directed by Clint Eastwood. [2:21]"
The Change-Up , 2011 , R ,9,5,10,"When a successful career man, father and husband (Jason Bateman) switches bodies with his slacker lady's man friend (Ryan Reynolds), the two of them explore lives they never had, and they gradually learn to appreciate their own. Also with Olivia Wilde, Leslie Mann and Alan Arkin. Directed by David Dobkin. [1:41]"
Changing Lanes , 2002 , R ,1,3,5,"While rushing to court to file legal documents, a young attorney (Ben Affleck) is involved in a car accident and causes another car to crash too. Instead of staying to exchange insurance documents, he rushes off leaving the man in the other car (Samuel L. Jackson) stranded. The difference between right and wrong is stretched to the limit when both men seek revenge for the loss they feel they have each suffered because of the other's indifference. Also with Toni Collette, Sydney Pollack and William Hurt. [1:39]"
Chaplin , 1993 , PG-13 ,3,0,2,"Robert Downey, Jr. is Charlie Chaplin, playing the actor from his teen years through to his octogenarian days, in director Richard Attenborough's biopic."
Chappaquiddick , 2018 , PG-13 ,1,4,5,"Based on the events of the summer of 1969 when the late Senator Ted Kennedy (Jason Clarke) at age 37 drove his car off a bridge and crashed into a pond, where his passenger Mary Jo Kopechne (Kate Mara) died under still ambiguous circumstances. Also with Clancy Brown, Olivia Thirlby, Ed Helms, Bruce Dern, Andria Blackman and Jim Gaffigan. Directed by John Curran. [1:41]"
Chappie , 2015 , R ,5,7,9,"In a South African police state android scouts aide city patrols, but the people begin to fight back. A cadre of criminals force a scientist (Dev Patel) to give up an android he stole and reprogrammed to become sentient but a local robotic weaponry company sees the new android as a threat to business and unleashes a giant mega-robot against it and its human companions. Also with Sharlto Copley, Hugh Jackman Yo-Landi Visser, Jose Pablo Cantillo and Sigourney Weaver. Directed by Neill Blomkamp. English subtitles accompany English spoken with thick Afrikaner accents. [2:00]"
Charlie and the Chocolate Factory , 2005 , PG ,3,4,2,"Johnny Depp stars as the eccentric genius confectioner Willy Wonka, in this remake of the 1971 children's film ""Willy Wonka & the Chocolate Factory,"" which was based on the book by Roald Dahl. Wonka, who has been living a reclusive life within the walls of his chocolate factory for many years, opens the doors for five children who have found a golden ticket in one of his candy bars. At the end of the day one of the children will be selected to win a very special prize. Also with Freddie Highmore, David Kelly, Helena Bonham Carter and Deep Roy. Directed by Tim Burton. [1:46]"
Charlie Bartlett , 2008 , R ,6,4,7,"After repeated expulsions from exclusive private schools, a teenage boy (Anton Yelchin) is relegated to a public high school, where it seems that it's impossible to make friends. That is, until he discovers a way to help his classmates by holding regular therapy sessions in the boys' restroom, which includes doling out prescription medications to treat depression and other ailments. Also with Kat Dennings, Tyler Hilton, Robert Downey Jr., Hope Davis, Jake Epstein, Jonathan Malen, Derek McGrath, Megan Park. Directed by John Poll. [1:37]"
