movie_title,movie_year,movie_rating,sex_nudity,violence_gore,language,movie_description
You Got Served , 2004 , PG-13 ,4,4,4,"Hip-hop drama revolving around the subculture of street dancing: two young men (Omari Grandberry and Marques Houston), best friends who work as couriers for a local thug, are hoping to escape their situation by winning $50,000 in the Big Bounce dance contest. Their friendship is tested as they prepare for the competition until a tragedy brings them back together. Also with Jarell Houston, Meagan Good and Steve Harvey. Directed by Chris Stokes [1:40]"
You Kill Me , 2007 , R ,4,6,7,"An alcoholic hit-man (Ben Kingsley) working for the Polish mob in Buffalo, New York botches an important assignment. Frustrated, his uncle Roman (Philip Baker Hall) becomes fed up and sends him to dry out in San Francisco, where he starts attending AA meetings, takes a job in a funeral home, and falls in love with the stepdaughter (Téa Leoni) of a client. Also with Luke Wilson, Dennis Farina and Philip Baker Hall. Directed by John Dahl. [1:32]"
"You, Me and Dupree ", 2006 , PG-13 ,6,3,5,"Shortly after returning from his honeymoon, a man runs into his best and oldest friend Dupree (Owen Wilson) who's been fired and sleeps on a cot in the back room of a bar after he's kicked out of his apartment. Unemployed -- and seemingly unemployable -- Dupree is invited to stay with the newlyweds (Kate Hudson and Matt Dillon), just for a few days. However, weeks pass and the unconventional household arrangement takes its toll on everybody's life. Also with Michael Douglas and Amanda Detmer. Directed by Joe & Anthony Russo. [1:49]"
Young Adult , 2011 , R ,5,3,6,"A successful but depressed woman (Charlize Theron) is convinced that her ex-boyfriend wants her back in his life when she receives an invitation to a party for his newborn child. She makes her way back to her hometown, where she belittles everyone she encounters and behaves like a spoiled celebrity. Also with Patton Oswalt, Patrick Wilson, Elizabeth Reaser, Collette Wolfe, Josh Brolin, Jill Eikenberry, Richard Bekins and Mary Beth Hurt. Directed by Jason Reitman. [1:34]"
Young @ Heart , 2007 , PG ,3,3,3,"Documentary on the Young at Heart Chorus, a senior choir in Northampton, Maine. With an average age of 81, the choir is best known for their unexpected performances of songs by such artists as James Brown, Jimi Hendrix, Coldplay, and Sonic Youth. Despite their age and various health issues, the choir members show no signs of slowing down. With Jim Armenti, William E. Arnold Jr., Joe Benoit, Helen Boston, Louise Canady, Bob Cilman, Elaine Fligman, Jean Florio, Len Fontaine, Stan Goldman, Eileen Hall, Jeanne Hatch, Christopher Haynes, Frederick Alexander Johnson, Donald Jones, Fred Knittle, Norma Landry, John Larareo, Patricia Larese, Miriam Leader, Patricia Linderme, Brock Lynch, Steve Martin, Joseph Mitchell, Dora B. Morrow, Gloria Parker, Liria Petrides, Ed Rehor, Bob Salvini, Steven M. Sanderson, Jack Schnepp, Janice St. Laurence and Ed Wise. Directed by Stephen Walker. [1:50]"
The Young Messiah , 2016 , PG-13 ,2,6,2,"Seven-year-old Jesus bar-Joseph (Adam Greaves-Neal) and his parents (Sara Lazzaro and Vincent Walsh) return to Nazareth after their long exile to Egypt. From the child's viewpoint, the future Messiah learns more about family secrets and his divine purpose. Also with Sean Bean, Vincent Walsh, Johnathan Bailey, David Bradley, David Burke and Lee Boardman. Directed by Cyrus Nowrasteh. Two religious songs are sung in a Middle Eastern language without subtitles. [1:51]"
You're Next , 2013 , R ,6,8,7,"A trio of axe-wielding murderers wearing animal masks (L.C. Holt, Simon Barrett and Lane Hughes) invades a home during a family reunion. Surprised and horrified, the victims are trapped and incoherent, until a reunion guest proves to be a more skillful killer than the murderers. Also with Sharni Vinson, Nicholas Tucci, Wendy Glenn, AJ Bowen, Joe Swanberg, Barbara Crampton and Rob Moran. Directed by Adam Wingard. [1:34]"
Your Friends and Neighbors , 1998 , R ,9,3,10,"A circle of sexually dissatisfied friends and lovers betray each other in a quest to find someone better. Starring Ben Stiller, Jason Patric, Nastassja Kinski, Aaron Eckhart, Amy Brenneman and Catherine Keener."
Your Highness , 2011 , R ,10,9,9,"After a brave and handsome prince's (James Franco) new bride (Zooey Deschanel) is kidnapped by an evil wizard (Justin Theroux), he must go on a quest with his lazy, underachieving brother (Danny McBride) in order to rescue her. Also with Natalie Portman, Toby James and Damian Lewis. Directed by David Gordon Green. [1:42]"
Your Sister's Sister , 2012 , R ,6,2,10,"A man (Mark Duplass) is having a hard time coping with the loss of his brother, so his friend (Emily Blunt), who was also his brother's former girlfriend, offers to let him use her father's cabin so he can clear his head. After a drunken encounter with his friend's sister (Rosemarie DeWitt), he sets off on an introspective journey. Directed by Lynn Shelton. [1:30]"
"Yours, Mine and Ours ", 2005 , PG ,3,4,2,"In this remake of the 1968 film, Dennis Quaid and Rene Russo star as a widower and widow who were also high-school sweethearts. Since they separated years ago, they each have had children, lost their spouses, and have been doing their best to run their households on their own. When they meet, the sparks fly again, and they marry, bringing together their two families that now include 18 children. Also Sean Faris, Katija Pevec, Rip Torn, Tyler Patrick Jones, Linda Hunt, Danielle Panabaker and Lil' J.J. Directed by Raja Gosnell. [1:30]"
Youth , 2015 , R ,7,2,6,"An elderly famous composer and conductor (Michael Caine) vacations in a luxurious Swiss hotel along with his daughter (Rachel Weisz) and best friend (Harvey Keitel), contemplating life, love, memory, turmoil, art, ambition and death. Also with Gabriella Belisario, Alex Macqueen, Paul Dano, Madalina Diana Ghenea, Nate Dern, Alex Beckett and Mark Gessner. Directed by Paolo Sorrentino. Several lines of dialogue are in Spanish with English subtitles. [2:04]"
Youth in Revolt , 2009 , R ,8,5,8,"Based on the eponymous novel: In order to win the girl of his dreams (Portia Doubleday) a wimpy teenager (Michael Cera) assumes the alter ego of Francois, a bad boy who breaks all the rules. Also with M. Emmett Walsh, Mary Kay Place, Steve Buscemi, Ray Liotta, Fred Willard, Justin Long and Jean Smart. Directed by Miguel Arteta. [1:30]"
Youth Without Youth , 2007 , R ,6,6,1,"Dominic Matei (Tim Roth) is an aging professor during WWII who suffers a lightning strike and a reversal of the aging process. With the help of his physician (Bruno Ganz), and the interference of Nazi experimenters, he readjusts to life and works to complete his textbook on the origin of human language. Also with Alexandra Maria Lara, André M. Hennicke, Marcel Iures, Alexandra Pirici, Adrian Pintea, Florin Piersic Jr., Zoltan Butuc, Mirela Oprisor, Adriana Titieni, Anamaria Marinca, Andrei Vasluianu, Mihai Niculescu, Mircea Albulescu and Rudy Rosenfeld. Directed by Francis Ford Coppola. [2:04]"
You've Got Mail , 1998 , PG ,2,0,3,"Rival bookstore owners Tom Hanks and Meg Ryan discover love in cyberspace in this romantic comedy by Nora Ephron. Greg Kinnear, Jean Stapleton, Parker Posey, Dabney Coleman, Steve Zahn and Dave Chappelle co-star."
Yu-Gi-Oh!: The Movie , 2014 , PG ,1,4,0,"Two boys face off in a battle pitting their decks of magic cards against each other. What they do not know is that one of the boys is being helped by a dark power in the form of a long-dead, vengeful pharaoh who wants to come back and take over the world. With the voices of Dan Green, Wayne Grayson, Amy Birnbaum and Eric Stuart. Directed by Hatsuki Tsuji. [1:30]"
