movie_title,movie_year,movie_rating,sex_nudity,violence_gore,language,movie_description
Get Real , 1998 , R ,5,2,8,"In this British coming-of-age comedy/drama, a gay high school boy explores his sexuality and falls in love with a fellow classmate who's the object of all the girls' affections. With Ben Silverstone, Brad Gorton, Charlotte Brittain, Stacey Hart, Kate McEnery, Patrick Nielsen, Tim Harris, Louise J. Taylor, Jacquetta May, David Lumsden, David Elliot, Morgan Jones, Richard Hawley and Steven Elder. [1:48]"
Get Rich or Die Tryin' , 2005 , R ,8,8,10,"A boy watches his mother sell drugs to keep him in new sneakers, and then turns to dealing on street corners himself to make ends meet after she is murdered. Eventually, tired of the game and doing time for it he turns to gangster rap, where he feels comfortable expressing himself more constructively. Curtis ""50 Cent"" Jackson stars. Also with Joy Bryant, Benz Antoinee, Viola Davis and Terrence Dashon Howard. Directed by Jim Sheridan. [2:14]"
Get Shorty , 1995 , R ,2,4,9,Shakedown artist Chili Palmer (John Travolta) gets into the movie business with a guy he was sent to shake down.
Get Smart , 2008 , PG-13 ,4,5,4,"Based on the eponymous 1960s television series, Maxwell Smart, a.k.a. Agent 86 (Steve Carell) is back with his sexy, skilled partner, Agent 99 (Anne Hathaway), to help CONTROL protect the world from the evil scheming of the criminal organization KAOS. Also with Dwayne Johnson, Alan Arkin, Terence Stamp, Bill Murray and James Caan. Directed by Peter Segal. [1:50]"
Getting Even With Dad , 1994 , PG ,1,2,1,Macaulay Culkin and Ted Danson star as an ex-convict and son with the son bent on redeeming the father and the father set on one last great heist.
Gettysburg , 1993 , PG ,0,5,1,A very long history lesson (4 hours and 8 minutes) depicting the three days of the Battle of Gettysburg.
G-Force , 2009 , PG ,3,5,2,"A group of specially trained guinea pigs (voiced by Tracy Morgan, Penelope Cruz, Sam Rockwell and Jon Favreau) combine forces with special agents (Zach Galifianakis and Will Arnett) to prove that their Special Forces team can take on anyone, including a power-hungry billionaire gadget maker (Bill Nighy). Directed by Hoyt Yeatman. [1:29]"
The Ghost and the Darkness , 1996 , R ,0,8,3,Val Kilmer and Michael Douglas track down man-eating lions in this true story from 1890's Africa.
Ghostbusters , 2016 , PG-13 ,2,4,3,"In this re-launch of the 1984 classic, a paranormal investigator (Melissa McCarthy) and a physicist (Kristen Wiig) write a book proving that ghosts are real, are belittled and lose their jobs. Glowing apparitions begin appearing in NYC and the scientists join with an engineer and a subway clerk to stop the hauntings. Also with Neil Casey, Charles Dance, Michael Kenneth Williams and Chris Hemsworth. Directed by Paul Feig. [1:57]"
Ghost Dog: The Way of the Samurai , 1999 , R ,2,7,10,"Forest Whitaker plays a solitary contract killer for the mob who must defend himself against his employers when they decide they want him dead. Also with John Tormey, Cliff Gorman, Henry Silva, Isaach De Bankolé, Tricia Vessey, Victor Argo, Gene Ruffini, Richard Portnow, Camille Winbush, Rob Kamphausen and Damon Whitaker. [1:55]"
Ghost in the Machine , 1994 , R ,2,6,3,Horror flick about a serial killer gone cellular.
Ghost in the Shell , 2017 , PG-13 ,4,7,4,"In the near future a woman (Scarlett Johansson) awakens in a laboratory to find herself in a cybernetic body she cannot feel, and also devoid of memories. Trained and put into service as an anti-terror specialist, she searches for the truth about her past. Also with Pilou Asbaek, ""Beat"" Takeshi Kitano, Michael Carmen Pitt, Juliette Binoche, Chin Han, Danusia Samal, Peter Ferdinando, Kaori Momoi, Anamaria Marinca, Daniel Henshall, Lasarus Ratuere and Yutaka Izumihara. Directed by Rupert Sanders. Several lines of dialogue are in Japanese with English subtitles. [1:46]"
Ghost in the Shell 2: Innocence , 2004 , PG-13 ,5,7,5,"Japanese anime film set in 2032: A detective investigates several strange murders committed by female cyborgs that were created specifically to provide sexual companionship but ended up killing their owners. With the voices of Atsuko Tanaka, Akio Otsuka, Tamio Oki, Koichi Yamadera and Yoshiko Sakakibara. Directed by Mamoru Oshii. In Japanese with English subtitles. [1:39]"
Ghost Rider , 2007 , PG-13 ,3,7,4,"Nicolas Cage stars as a motorcycle stuntman who sells his soul to the devil (Peter Fonda) in order to save his father's life, and years later the devil re-enters his life and tells him he must pay by becoming the Ghost Rider and destroying the devil's own son. Based on the Marvel comic series. Also with Wes Bentley, Eva Mendes, Matthew Long, Donal Logue and Sam Elliott. Directed by Mark Steven Johnson. [1:54]"
Ghost Rider: Spirit of Vengeance , 2012 , PG-13 ,2,7,5,"Nicolas Cage resumes his role as The Ghost Rider, aka Johnny Blaze, returning to settle another score in this sequel. While in Eastern Europe, Johnny is asked to help the church save a boy (Fergus Riordan) from the devil (Ciaran Hinds). A villain (Johnny Whitworth) interferes and makes Johnny angry, releasing the Rider and wreaking havoc. Also with Christopher Lambert, Idris Elba and Violante Placido. Directed by Mark Neveldine & Brian Taylor. [1:35]"
Ghost Ship , 2002 , R ,5,9,7,"In a remote region of the Bering Sea, a boat salvage crew discovers the eerie remains of a grand passenger liner thought lost for more than 40 years. Once onboard, the crew must confront the ship's horrific past and fight for their lives. With Julianna Margulies, Gabriel Byrne, Isaiah Washington, Ron Eldard and Desmond Harrington. [1:31]"
Ghosts of Girlfriends Past , 2009 , PG-13 ,6,4,4,"A self-obsessed, unfeeling cad (Matthew McConaughey) is visited by three ghosts on the eve of his younger brother's wedding. The ghosts attempt to show him what he is missing by divorcing all feeling and emotion from his relationships. Also with Jennifer Garner, Breckin Meyer, Lacey Chabert, Robert Forster, Anne Archer, Emma Stone, Michael Douglas, Amanda Walsh, Christa B. Allen, Rachel Boston, Camille Guaty and Noureen DeWulf. Directed by Mark Waters. [1:55]"
Ghosts of Mars , 2001 , R ,4,9,8,"The year is 2176 and Mars has being colonized by miners. Their matriarchal society is destroyed when they disturb ruins of an ancient Martian civilization and set off a doomsday defense system programmed to unleash ghosts that will destroy any alien presence. When a cop (Natasha Henstridge) arrives with her team, transferring a notorious criminal (Ice Cube), they find the Earth colonists dead; the only survivors are the outpost's criminals, all neatly tucked away in the local jail. However, Martian ghosts remain bent on possessing the intruders. Also with Jason Statham, Clea DuVall, Pam Grier, Joanna Cassidy and Richard Cetrone. [1:55]"
Ghosts of Mississippi , 1997 , PG-13 ,1,3,4,The dramatization of the real-life murder trial of Byron De La Beckwith -- the racist killer of civil rights leader Medgar Evers.
A Ghost Story , 2017 , R ,3,4,5,"After dying, a man (Casey Affleck) returns to his home as a white sheeted ghost and he watches his wife (Rooney Mara) deal with her grief as he longs to somehow reach her. Unable to do so, he spots another ghost in a sheet in a neighboring house. Also with McColm Cephas Jr. and Kenneisha Thompson. Directed by David Lowery. Dead people covered by sheets communicate without words accompanied by subtitles. Several lines of dialogue are spoken in Spanish with no subtitles or translation. [1:32]"
Ghost Town , 2008 , PG-13 ,4,3,5,"Ricky Gervais stars as a dentist who does not like people, and does not believe in ghosts. But when he dies for seven minutes and is then revived, he discovers he retains the ability to see the dead, and the ghosts follow him and pester him. One ghost (Greg Kinnear) is particularly insistent. Also with Téa Leoni, Alan Ruck, Jeff Hiller, Kristen Wiig, Jordan Carlos, Billy Campbell, Dana Ivey and Aasif Mandvi. Directed by David Koepp. [1:42]"
Ghost World , 2001 , R ,5,3,7,"A cynical young woman (Thora Birch) disappointed with life's choices and the people she meets, plays a practical joke on a reclusive man (Steve Buscemi) who lives only for his collection of classic 78s records. The joke has unexpected results, since it brings the two lonely souls together. Also with Scarlett Johansson, Brad Renfro, Illeana Douglas, Bob Balaban, Stacey Travis, Charles C. Stevenson Jr., Dave Sheridan and Tom McGowan. [1:51]"
The Ghost Writer , 2010 , PG-13 ,5,4,5,"After a ghost writer (Ewan McGregor) is hired to write the autobiography of a former British Prime Minister (Pierce Brosnan), he uncovers a secret that puts him, and the recent history and reputation of the country, at risk. Also with Kim Cattrall, Jim Belushi and Olivia Williams. Directed by Roman Polanski. [2:08]"
The Gift , 2001 , R ,7,9,7,"In this thriller, a psychic widow (Cate Blanchett) is unwillingly drawn into a police investigation when a young woman disappears. Also with Katie Holmes, Keanu Reeves, Giovanni Ribisi, Greg Kinnear, Hilary Swank, Michael Jeter, J.K. Simmons, Gary Cole, Rosemary Harris, Kim Dickens, Chelcie Ross, Lynnsee Provence, Hunter McGilvray, John Beasley and David Brannen. [1:51]"
The Gift , 2015 , R ,5,5,6,"The lives of a couple (Jason Bateman and Rebecca Hall) are disrupted by the arrival of one of the husband's high school buddies (Joel Edgerton). The peculiar friend begins showing up unannounced at their home and leaving lavish gifts for them. Also with Allison Tolman, Busy Philipps, Tim Griffin, Beau Knapp, PJ Byrne, Wendell Pierce and David Denman. Directed by Joel Edgerton. [1:48]"
Gifted , 2017 , PG-13 ,3,3,5,"After his sister's death, a man (Chris Evans) takes custody of her young daughter (Mckenna Grace) who appears to be gifted in math. Once discovered, the man's estranged mother (Lindsay Duncan) decides that she knows what's best for the child and sues her son for custody. Also with Jenny Slate, Octavia Spencer, Michael Kendall Kaplan and Glenn Plummer. Directed by Marc Webb. [1:41]"
Gigli , 2003 , R ,7,6,10,"Ben Affleck stars as Larry Gigli who does odd jobs for some less than savory individuals, like collecting money and acting as muscle. His latest assignment is to kidnap a mentally challenged young man in order to put pressure on his powerful brother. A woman (Jennifer Lopez) shows up at his door the next day saying that she's there to make sure he does his job right, but things get complicated when they are ordered to cut off the thumb of the young man and they find out that he is really the brother of a federal prosecutor. Also with Justin Bartha, Al Pacino and Christopher Walken. Directed by Martin Brest. [2:04]"
G.I. Jane , 1997 , R ,3,7,7,Demi Moore is the first female to try to become a Navy SEAL.
G.I. Joe: Retaliation , 2013 , PG-13 ,4,7,5,"After nearly the entire regimen of G.I. Joes is taken out by a surprise attack, the three survivors endeavor to figure out who they can trust and who was behind the attack. With Dwayne Johnson, Jonathan Pryce, Byung-hun Lee, Elodie Yung, Ray Stevenson, D.J. Cotrona, Adrianne Palicki, Channing Tatum, Ray Park, Luke Bracey, Walton Goggins, Arnold Vosloo, Bruce Willis and Joseph Mazzello. Directed by Jon M. Chu. [1:50]"
G.I. Joe: The Rise of Cobra , 2009 , PG-13 ,3,7,4,"A highly-skilled special ops team dubbed ""G.I. Joe"" is put into play to thwart the diabolical plans of a scientist whose nanomite technology uses microscopic robots implanted in warheads that are aimed at several major cities around the world. With Dennis Quaid, Channing Tatum, Sienna Miller, Ray Park, Rachel Nichols, Adewale Akinnuoye-Agbaje, Said Taghmaoui, Marlon Wayans and Joseph Gordon-Levitt. Directed by Stephen Sommers. [1:57]"
Ginger & Rosa , 2013 , PG-13 ,4,3,5,"Born on the same day and in the same hospital, two teenage girls (Elle Fanning and Alice Englert) are best friends for life. Bus as their interests change their relationship splinters. Also with Alessandro Nivola, Christina Hendricks, Timothy Spall, Oliver Platt, Annette Bening and Jodhi May. Directed by Sally Potter. [1:30]"
The Girl , 2013 , PG-13 ,3,3,5,"A young Texas mother (Abbie Cornish) who lost her own son to foster care, is thrust into being a mother figure after her attempt to smuggling Mexicans across the border goes awry. Also with Will Patton and Annalee Jefferies. Directed by David Riker. [1:35]"
Girlfight , 2000 , R ,3,5,8,"A high school girl (Michelle Rodriguez) living with her troubled family in the projects uses her rage and frustration to fuel her emerging career in the boxing ring. Also with Jaime Tirelli, Paul Calderon, Santiago Douglas, Ray Santiago, Elisa Bocanegra, Shannon Walker Williams, Iris Little Thomas, John Sayles and Thomas Barbour. [1:50]"
Girl In Progress , 2012 , PG-13 ,5,3,3,"The story of a teenager (Cierra Ramirez) who was raised by her absent single mother (Eva Mendes), and her rush into adulthood after being inspired by coming-of-age stories. Also with Patricia Arquette and Matthew Modine. Directed by Patricia Riggen. [1:33]"
"Girl, Interrupted ", 1999 , R ,6,6,10,"Based on Susanna Kaysen's memoir of committing herself to a mental institution for ""a rest"" after attempting suicide, and how she was held there for 1½ years. With Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy, Elizabeth Moss, Jared Leto, Jeffrey Tambor, Vanessa Redgrave, Whoopi Goldberg, Mary Kay Place, Travis Fine, Jillian Armenante, Steve Altes, Angela Bettis, John Bobby, Larry Jameson, Christopher Manning and Kurtwood Smith. [2:07]"
Girl Most Likely , 2013 , PG-13 ,5,4,5,"A woman (Kristen Wiig) copes with a series of disappointments, including having to move back home. Also with Annette Bening, Matt Dillon and Darren Criss. Directed by Shair Springer Berman and Robert Pulcini. [1:43]"
The Girl on the Train , 2016 , R ,8,6,9,"An alcoholic divorcée (Emily Blunt) insinuates herself into the life of her abusive ex-husband (Justin Theroux), his current wife (Rebecca Ferguson), their nanny (Haley Bennett) and the nanny's husband (Luke Evans), all of whom she watches obsessively from the window of her daily commuter train. Then the nanny goes missing, and it's not clear who's a witness to murder or actually a murderer. Also with Allison Janney, Edgar Ramirez, Lisa Kudos and Laura Prepon. Directed by Tate Taylor. [1:52]"
Girl 6 , 1996 , R ,7,3,7,A struggling actress takes a job as a phone sex operator.
Girls Trip , 2017 , R ,8,5,10,"Four forty-something friends (Jada Pinkett Smith, Regina Hall, Queen Latifah and Tiffany Haddish) travel to the NOLA Essence Music Festival to celebrate their friendship, with unexpected results. Also with Larenz Tate, Mike Colter, Kofi Siriboe and Kate Walsh. Directed by Malcolm D. Lee. [2:00]"
The Girl Who Kicked the Hornet's Nest , 2010 , R ,8,7,5,"In the third part of the ""Millennium Trilogy"" a woman (Noomi Rapace), a reporter (Michael Nyqvist) and his sister and attorney (Annika Hallin) gather evidence against a rogue section of Sweden's Secret Services and a Soviet defector (Georgi Staykov) they are protecting. As the evidence builds from 1960 onwards, with drug trafficking, prostitution, pornography and gunrunning, threats and attempts on their lives increase. Based on the best-selling series of novels by Stieg Larsson. Also with Lena Endre, Sofia Ledarp, Jacob Eriksson, Askel Morisse, Niklas Hjulstrom, Anders Ahlbom and Micke Preitz. Directed by Daniel Alfredson. In Swedish with English subtitles. [2:27]"
The Girl Who Played with Fire , 2009 , R ,9,8,5,"In the sequel to ""The Girl with the Dragon Tattoo,"" a woman (Noomi Rapace) is accused of the murder of a journalist and his girlfriend (Hans Christian Thulin and Mia Johansson) and her former legal guardian, who had raped her (Peter Andersson). An investigative journalist (Michael Nyqvist) attempts to solve the triple murder and clear her name. Based on the best-selling series of novels by Stieg Larsson. Also with Yasmine Garbi, Lena Endre, Per Oscarsson, Paolo Roberto, Johan Kylén and Micke Spreitz. Directed by Daniel Alfredson. In Swedish with English subtitles. [2:07]"
Girl with a Pearl Earring , 2003 , PG-13 ,6,3,1,"A speculative account of the life of Griet, a 16 year old girl (Scarlett Johansson) who becomes the artistic inspiration for Johannes Vermeer (Colin Firth) in 17th century Holland. Originally employed as a housemaid, Vermeer's wife suspects her husband and Griet of having an affair. She becomes enraged when the girl borrows her pearl earrings to sit for the famous portrait. Also with Cillian Murphy, Essie Davis and Tom Wilkinson. Directed by Anand Tucker & Peter Webber. [1:35]"
The Girl with the Dragon Tattoo , 2009 , R ,– 9,8,5,"Swedish thriller based on Stieg Larsson’s eponymous best-selling novel, about a journalist (Michael Nyqvist) and a young female hacker (Noomi Rapace), who investigate a 35-year-old homicide and uncover the beginning of a series of gruesome murders. Also with Lena Endre. Directed by Niels Arden Oplev. In Swedish with English subtitles. [2:33]"
The Girl With the Dragon Tattoo , 2011 , R ,9,9,6,"A remake of the eponymous 2009 Swedish film based on the best-selling novel by Stieg Larsson: journalist Mikael Blomkvist (Daniel Craig) searches for a woman that has been missing for forty years, aided by Lisbeth (Rooney Mara), a young, troubled computer hacker. Also with Stellan Skarsgard, Christopher Plummer, Robin Wright and Steven Berkoff. Directed by David Fincher. [2:38]"
The Giver , 2014 , PG-13 ,2,4,1,"Set in the future, after a catastrophe, the film describes a utopian society where an all-powerful Council of Elders controls everything and all actions are carefully controlled in an attempt to avoid all conflict by removing race, love, sex, ambition, color art and individuality. The Giver (Jeff Bridges) serves as the repository of global memories and advisor, until he grows old and must train a younger replacement, a teen boy (Brenton Thwaites). Based on Lois Lowry’s 1993 Newbery Medal-winning young adult novel. Also with Meryl Streep, Odeya Rush, Katie Holmes, Taylor Swift, Cameron Monaghan and Alexander Skarsgård. Directed by Phillip Noyce. [1:35]"
Gladiator , 1992 , R ,2,8,4,"A ""Rocky"" wannabe, about yet another ""Great White Hope,"" in this case an Irish teenager (James Marshall) with a lethal punch, who joins an illicit boxing circuit."
Gladiator , 2000 , R ,3,10,3,"Betrayed by the new Roman emperor (Joaquin Phoenix), a celebrated and loyal military leader (Russell Crowe) is enslaved and forced to become a gladiator. Also with Richard Harris, Djimon Hounsou, Connie Nielsen, Tomas Arana, Spencer Treat Clark, David Hemmings, Derek Jacobi, Chris Kell, Ralph Moeller and Oliver Reed. [2:35]"
The Glass Castle , 2017 , PG-13 ,5,6,5,"Based on a memoir by Jeannette Walls: an alcoholic father (Woody Harrelson) becomes estranged from one of his daughters (Brie Larson) as he raises her and her siblings without enough resources, or emotional stability. Also with Naomi Watts, Ella Anderson, Chandler Head, Sarah Snook, Josh Caras, Brigette Lundy-Paine and Max Greenfield. Directed by Destin Daniel Cretton. [2:07]"
