movie_title,movie_year,movie_rating,sex_nudity,violence_gore,language,movie_description
Lake Placid , 1999 , R ,1,8,6,"Bridget Fonda, Brendan Gleeson, Oliver Platt and Bill Pullman battle a huge crocodile that's terrorizing a local lake. With Betty White, Meredith Salenger and Mariska Hargitay. [1:22]"
Lakeview Terrace , 2008 , PG-13 ,5,4,5,"A man and woman (Patrick Wilson and Kerry Washington) buy their first home and move into a hillside neighborhood feeling fortunate that their next door neighbor is a police officer (Samuel L. Jackson). However, their neighbor is determined to make their lives miserable. Also with Regine Nehy and Jaishon Fisher. Directed by Neil LaBute. [1:46]"
La La Land , 2016 , PG-13 ,3,2,5,"A musical set in LA, where a struggling actress (Emma Stone) on the brink of throwing it all in meets a jazz pianist (Ryan Gosling) whose dream is to open his own jazz club. Also with J.K. Simmons, Rosemarie DeWitt, Finn Wittrock, Jason Fuchs, John Legend, Sonoya Mizuno and Callie Hernandez. Directed by Damien Chazelle. [2:08]"
Land Ho! , 2014 , R ,5,2,5,"Two divorced aging men (Paul Eenhoom and Earl Lynn Nelson) embark on a road trip to Iceland in search of lost youth. Once brothers-in-law, the duo survives a number of exploits in the rocky outer landscapes and Reykjavík, confronting loneliness, mortality and renewal. Also with Alice Olivia Clarke, Karrie Crouse, Elizabeth McKee, Emmsje Gauti, Magnus Kr. Guðmundsson and Prudur Kristjansdottir. Directed by Aaron Katz & Martha Stephens. [1:36]"
Land of Mine , 2015 , R ,2,8,5,"Set in 1945 at the end of the German occupation of Denmark: A Danish Sergeant (Roland Møller) is tasked with leading a group of German POWs with finding and defusing mines buried along the Danish coast. The situation becomes more complicated since most of the POWs are teenage boys. Also with Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard, Laura Bro, Zoe Zandvliet, Mads Riisom, Oskar Bökelmann, Emil Belton, Oskar Belton, Leon Seidel, Karl Alexander Seidel, Maximilian Beck, August Carter and Tim Bülow. Directed by Martin Zandvliet. Most dialogue is spoken in German and Danish with English subtitles. [1:40]"
Land of the Lost , 2009 , PG-13 ,6,5,5,"A discredited scientist (Will Ferrell) and his companions (Anna Freil and Danny McBride) discover another world through a time warp, and battle aliens, dinosaurs and the environment in a bid to return home and redeem the scientist's reputation. Also with Jorma Taccone. Directed by Brad Silberling. [1:33]"
Lara Croft: Tomb Raider , 2001 , PG-13 ,3,6,3,"In this film based on the eponymous video game series, Angelina Jolie stars as Lara Croft, a wealthy, sexy and tough adventurer who travels to dangerous and mysterious locales around the globe in search of archaeological treasures. She faces her greatest challenge when she goes after an ancient artifact that will endow whoever possesses it with extraordinary powers. Also with Jon Voight, Daniel Craig, Iain Glen, Mark Colli, Rachel Appleton, Leslie Phillips, Chris Barrie, Richard Johnson, Julian Rhind-Tutt and Noah Taylor. [1:40]"
Lara Croft Tomb Raider: The Cradle of Life , 2003 , PG-13 ,3,5,3,"This time around, archaeologist and sleuth Lara Croft (Angelina Jolie) is in search of the treasures of Alexander the Great. She journeys to a recently discovered ancient temple that's underwater and finds a sphere that can lead her to the mythical Pandora's Box, only to have it stolen from her by the leader of a Chinese crime syndicate, who's in league with another treasure seeker (Ciaran Hinds) who wants to use the artifact as a doomsday weapon. Also with Gerard Butler, Chris Barrie and Djimon Hounsou. Directed by Jan De Bont. [1:58]"
Larger Than Life , 1996 , PG ,1,2,3,Bill Murray inherits an elephant he must transport cross-country.
Larry Crowne , 2011 , PG-13 ,5,2,5,"When a middle-aged salesman (Tom Hanks) is laid off because he does not have a college degree, he restarts his life by enrolling in college, making new friends, and finding a teacher (Julia Roberts) that will change his life forever. Also with Sarah Mahoney, Rita Wilson, Cedric the Entertainer, Wilmer Valderrama and George Takei. Directed by Tom Hanks. [1:39]"
Larry the Cable Guy: Health Inspector , 2006 , PG-13 ,4,4,5,"Comedian Larry the Cable Guy (a.k.a. Daniel Lawrence Whitney) stars as a health inspector who's usual turf is inexpensive diners. Called to help solve a string of food poisonings taking place at the most expensive restaurants, just before a prestigious chefs' competition, he manages to wreak predictable havoc. Also with Joe Pantoliano, Joanna Cassidy, Iris Bahr and Megyn Price. Directed by Trent Cooper. [1:39]"
Lars and the Real Girl , 2007 , PG-13 ,3,1,2,"Shy and withdrawn, Lars Lindstrom (Ryan Gosling) has a boring office job, a dark apartment in a garage behind his childhood home, and generally a lonely, bleak existence. But when he introduces his new companion, Bianca, to his family and townspeople, they are shocked to realize that she is a life-sized doll. However, they accept his delusion in order to bring him back from the edge of insanity. Also with Emily Mortimer, Patricia Clarkson, Kelli Garner and Paul Schneider. Directed by Craig Gillespie. [1:46]"
Lassie , 1994 , PG ,0,3,2,"A city family moves to the country, where the legendary collie helps them find happiness."
Lassie , 2006 , PG ,1,4,2,"Remake of the original film, set in 1938 pre-War Britain: Having been sold to a nobleman, a devoted collie runs away and travels the 1,000 miles from Scotland to Yorkshire to return to the boy who owned it before his father lost his job and had to sell it. With Samantha Morton, Peter Dinklage, Peter O'Toole, Jemma Redgrave and Kelly MacDonald. Directed by Charles Sturridge. [1:40]"
Last Action Hero , 1993 , PG-13 ,1,6,4,Fantasy starring Arnold Schwarzenegger as a movie hero who's never had to lose a battle on the big screen until he is transported into the real world .
The Last Airbender , 2010 , PG ,1,5,1,"M. Night Shyamalan's live-action film adaptation of the first season of the Japanese animation ""Avatar: The Last Airbender,"" features an Avatar (Noah Ringer) who in this incarnation must protect the world from the domination of the Fire Nation as he masters his second of the four elemental nations. Also with Nicole Peltz, Jackson Rathbone, Dev Patel, Aasif Mandvi, Shaun Toub and Cliff Curtis. [1:43]"
The Last Castle , 2001 , R ,2,6,7,"A celebrated and decorated three-star general (Robert Redford) pleads guilty at his court-martial, is stripped of his command and rank, and ends up in a military prison run by a warden (James Gandolfini) who controls the inmates with violence and cruelty. Defiantly, the general hatches a plot to take over the prison and remove the brutal warden from his command. Also with Mark Ruffalo, Clifton Collins Jr. and Delroy Lindo. [2:00]"
Last Chance Harvey , 2008 , PG-13 ,3,1,4,"A divorced composer of commercial jingles (Dustin Hoffman) travels to London to attend his daughter's wedding, and upon arrival he realizes just how much he has missed by not being a part of his daughter's life. After meeting a woman (Emma Thompson) in an airport lounge, he realizes that maybe second chances are possible. Also with James Brolin, Richard Schiff, Eileen Atkins, Kathy Baker and Lian Balaban. Directed by Joel Hopkins. [1:39]"
Last Days , 2005 , R ,5,4,6,"Loosely based on the last days in Kurt Cobain's short life, we follow a burned out rock and roll musician (Michael Pitt) as he's trying to get away from the hangers-on who hound him, as well as the concert organizers who will not allow him to recover from a recent bout with drug and alcohol abuse. Also with Lukas Haas, Asia Argento, Kim Gordon and Ryan Fellner. Directed by Gus Van Sant. [1:37]"
The Last Exorcism , 2010 , PG-13 ,3,8,4,"A man, who has been preaching at his father's church since he was a young man, has a crisis of faith after a near tragedy in his family and decides that his mission is to stop exorcisms on people convinced that they are possessed by demons. When he goes to Louisiana with a film crew to make a documentary, he is asked to perform an exorcism on a 16-year-old girl. Also with Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall and Justin Shafer. Directed by Daniel Stamm. [1:30]"
The Last Exorcism Part II , 2013 , PG-13 ,5,6,5,"A young woman is the sole survivor of a terrible incident that killed her family. She finds herself in New Orleans and an unseen force begins to encroach into her life. Also with Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen, Tarra Riggs, Louis Herthum, Muse Watson, Erica Michelle, Sharice A. Williams and Boyana Balta. Directed by Ed Gass-Donnelly. [1:28]"
Last Flag Flying , 2017 , R ,2,4,10,"After a man (Steve Carell) is notified that his son has been killed in action in 2003, he seeks out two friends (Bryan Cranston and Laurence Fishburne) from his time in service in Vietnam to help him claim his son's body and make funeral arrangements. Also with J. Quinton Johnson, Deanna Reed-Foster and Cicely Tyson. Directed by Richard Linklater. [2:05]"
Last Holiday , 2005 , PG-13 ,3,2,4,"Queen Latifah stars as a woman who has lived her life so cautiously that she has never taken a chance or done anything out of the ordinary. But then she is diagnosed with a fatal disease and told that she has three weeks to live. She withdraws her savings and goes on a whirlwind holiday, trying things that she never would have otherwise -- including taking a chance on love. Also with Alicia Witt, LL Cool J , Giancarlo Esposito and Gerard Depardieu. Directed by Wayne Wang. [1:52]"
The Last House on the Left , 2009 , R ,9,10,8,"After returning to the motel room of a young man in order to buy drugs, two teenage girls find themselves at the mercy of three sadistic criminals. Inadvertently, they end hiding in the vacation home of one of the girls, and the enraged parents have revenge in mind. With Garret Dillahunt, Martha MacIsaac, Riki Lindhome, Tony Goldwyn, Monica Potter, Spencer Treat Clark, Sara Paxton, Michael Bowen, Josh Cox and Aaron Paul. Directed by Dennis Iliadis. [1:40]"
The Last King of Scotland , 2006 , R ,7,9,6,"Biopic with Forest Whitaker as the former Ugandan dictator Idi Amin, that chronicles his rise to power and his various brutalities through the eyes of a Scottish doctor (James McAvoy) who initially became Amin's confidante and personal physician. Originally flattered, the doctor soon realizes his complicity in Amin's crimes. Also with Kerry Washington, Gillian Anderson and Simon McBurney. Directed by Kevin MacDonald. [2:01]"
The Last Kiss , 2006 , R ,8,3,9,"Zach Braff stars as a man in his early 30s, whose fear of commitment and responsibility leads him to have an affair with a younger woman when he finds out that his live-in girlfriend of three years is pregnant. Meanwhile, his girlfriend's parents are having their own problems with infidelity and self-absorption. Also with Jacinda Barrett, Rachel Bilson, Tom Wilkinson and Blythe Danner. Directed by Tony Goldwyn. [1:55]"
Last Man Standing , 1996 , R ,4,8,5,Bruce Willis breezes into a Western town and plays two gangs off each other.
The Last Mimzy , 2007 , PG ,1,3,2,"A young boy and girl discover a strange box on a beach containing what they think are toys. By manipulating the alien-looking objects, they become smarter and capable of hearing everything, and communicating telepathically. They also become aware that humankind is dying because of our excesses and carelessness. With Chris O'Neil, Rhiannon Leigh Wryn, Joely Richardson, Timothy Hutton and Megan McKinnon. Directed by Robert Shaye. [1:30]"
The Last of Robin Hood , 2014 , R ,6,3,5,"Fictionalized account of the final days of movie star Errol Flynn (Kevin Kline) and his 15-year-old lover (Dakota Fanning). Also with Susan Sarandon, Sean Flynn, Max Casella, Bryan Batt and Patrick St. Esprit. Directed by Richard Glatzer and Wash Westmoreland. [1:34]"
Last of the Dogmen , 1995 , PG ,1,3,3,Barbara Hershey and Tom Berenger find a lost tribe of Native Americans and get all warm and fuzzy about them and each other.
The Last of the Mohicans , 1992 , R ,2,9,2,"Contemporary telling of the 1826 James Fenimore Cooper novel filmed as a series of attacks, captures and rescues over mountain ridges, white-water rapids, waterfalls and through woods."
The Last Samurai , 2003 , R ,1,10,3,"A captain in the United States military (Tom Cruise) who's been disillusioned by the Civil War and the wars against Native Americans, travels to 1876 Japan to help modernize the emperor's army by helping him do away with the samurai who are insisting on maintaining some of their traditional warrior heritage. The tables are turned when the captain is captured by the samurai, and eventually he must decide where his loyalty truly lies. Also with Ken Watanabe, Billy Connolly, Koyuki and Tony Goldwyn. Directed by Edward Zwick. [2:24]"
The Last Song , 2010 , PG ,3,3,3,"Based on the eponymous novel by Nicholas Sparks: a rebellious teen (Miley Cyrus) from a broken home is sent to a small, Georgia beach town to spend the summer with her father (Greg Kinnear), who struggles to reconnect with her and share their mutual love of music. Also with Kelly Preston and Liam Hemsworth. Directed by Julie Anne Robinson. [1:47]"
The Last Stand , 2013 , R ,2,8,7,"An aging small town sheriff (Arnold Schwarzenegger) takes on a wave of Mexican bandits and drug runners, while an escaped drug kingpin leads the sheriff on a chase in a supercharged car. Also with Johnny Knoxville, Forest Whitaker, Rodrigo Santoro, Zach Gilford, Genesis Rodriguez, Jaimie Alexander, Luis Guzmán, Peter Stormare, Eduardo Noriega and Harry Dean Stanton. Directed by Kim Ji-woon. [1:47]"
The Last Station, 2009 , R ,7,3,4,"It's 1910 and celebrated Russian author Leo Tolstoy (Christopher Plummer) is dying. He has been arguing with both his wife (Helen Mirren), and his secretary and protégé (Paul Giamatti), his 13 children want his time, money and approval, and he's conflicted about a Christian anarchist movement that was started in his name. When he leaves his estate, he ends up at a railroad station in Southern Russia, where a crowd of reporters has gathered to file reports on his condition. Also with Anne-Marie Duff, James McAvoy, John Sessions and Patrick Kennedy IV. Directed by Michael Hoffman. [1:52]"
Last Vegas , 2013 , PG-13 ,6,4,5,"Four friends (Michael Douglas, Robert De Niro, Kevin Kline and Morgan Freeman) gather in Las Vegas for a bachelor party for one of them the day before his wedding. What happens in Vegas with these four senior citizens might be too much for the casino city. Also with Mary Steenburgen, Jerry Ferarra, Romany Malco, and Roger Bart. Directed by John Turtletaub. [1:44]"
The Last Witch Hunter , 2015 , PG-13 ,2,7,3,"Set in modern times, a cult of angry witches and warlocks plans to release the Black Death upon the world. Cursed with immortal life by a 13th century witch queen (Israel Baldecañas), her destroyer (Vin Diesel) has lived on, the only survivor of the witch hunter armies, and he pursues the current cult only to learn that witches have resurrected the queen and plan to eliminate humanity. Also with Rose Leslie, Elijah Wood, Michael Caine, Rena Owen, Julia Englebrecht, Joseph Gilgun, Michael Halsey, Ólafur Darri Ólafsson, Isaach De Bankolé, Lotte Verbeek and Kurt Angle. Directed by Breck Eisner. Several lines of dialogue are in a foreign language without translation. [1:46]"
A Late Quartet , 2012 , R ,7,3,5,"A musical quartet must confront life and career changes when one of the members is no longer able to play. With Philip Seymour Hoffman, Christopher Walken, Catherine Keener, Imogen Poots, Mark Ivanir and Wallace Shawn. Directed by Yaron Zilberman. [1:45]"
L'Auberge Espagnole , 2003 , R ,7,3,7,"A French college student decides he needs a change of scenery and embarks on a student exchange program to Barcelona, Spain, where he moves into an apartment with students from England, Italy, Germany, Spain, Denmark, and Belgium. Although they all speak different languages, they manage to communicate, cooperate, flirt and become friends. In English, Italian, German, Spanish, French, and subtitled in English. With Romain Duris, Audrey Tautou, Cecile De France, Judith Godreche and Kelly Reilly. Directed by Cedric Klapisch. [1:55]"
Law Abiding Citizen , 2009 , R ,6,9,9,"A man (Gerard Butler) watches his wife and young daughter murdered by intruders, and then watches as the justice system frees the culprit. Unable to handle the injustice, he decides to take matters into his own hands and help the DA (Jamie Foxx) appreciate how political ambition can be contrary to delivering retribution. Also with Colm Meaney, Bruce McGill, Leslie Bibb, Michael Irby, Gregory Itzin, Regina Hall, Christian Stolte, Annie Corely, Richard Portnow and Viola Davis. Directed by F. Gary Gray. [2:02]"
Lawless , 2012 , R ,7,8,7,"Based on the true story of a family of brothers operating an illegal alcohol production and sale business during Prohibition. With Shia LaBeouf, Tom Hardy, Jessica Chastain, Jason Clarke, Dane Dehaan and Mia Wasikowska. Directed by John Hillcoat. [1:55]"
Lawnmower Man , 1992 , R ,3,5,2,"Pierce Brosnan as a latter-day Dr. Frankenstein, whose experiments with virtual reality backfire when applied to a retarded gardener."
Lawnmower Man 2: Beyond Cyberspace , 1996 , PG-13 ,1,6,5,"This sequel to the 1992 film ""Lawnmower Man"" has Jobe (Matt Frewer) trying to create and then take over a virtual reality (VR) world. Also with Patrick Bergin, Austin O'Brien, Ely Pouget, Camille Cooper, Patrick LaBrecque, Crystal Celeste Grant, Sean Parhm, Mathew Valencia, Kevin Conway, Trever O'Brien, Richard Fancy, Ellis Williams, Castulo Guerra and Molly Shannon. [1:30]"
Laws of Attraction , 2004 , PG-13 ,5,2,4,"Two divorce lawyers (Pierce Brosnan and Julianne Moore) face off in a New York courtroom, only to end up debating whether marriage is something worth fighting for or an archaic institution destined for obsolescence. As they become increasingly antagonistic, they also realize that they are falling in love with each other. Also with Parker Posey, Michael Sheen, Frances Fisher and Nora Dunn. Directed by Peter Howitt. [1:27]"
Lay the Favorite , 2012 , R ,6,3,8,"Based on the true story of an illegal bookmaker (Rebecca Hall) and her close call with the law after a series of bets go bad. Also with Bruce Willis, Vince Vaughn, Catherine Zeta-Jones, Joshua Jackson, Laura Prepon and John Carroll Lynch. Directed by Stephen Frears. [1:34]"
The Lazarus Effect , 2015 , PG-13 ,2,6,5,"An engaged couple (Mark Duplass and Olivia Wilde) leads a university team of biomedical researchers to develop a serum they call ""Lazarus,"" which can revitalize dead animals. As the team begins planning for clinical trials, the leader's fiancée suffers electrocution and dies, whereupon he administers Lazarus to her and she is revived, but something sinister comes back with her. Also with Donald Glover, Evan Peters and Sarah Bolger. Directed by David Gelb. [1:23]"
LBJ , 2017 , R ,2,3,5,"Covering the period from 1961 to 1964, from the election of President John F. Kennedy (Jeffrey Donovan) and his assassination in 1963, to the presidency of Lyndon B. Johnson and the passage of the Civil Rights Act and other progressive social programs. Also with Jennifer Jason Leigh, Bill Pullman, C. Thomas Howell, Michael Mosley, Michael Stahl-David and Richard Jenkins. Directed by Rob Reiner. [1:38]"
The League of Extraordinary Gentlemen , 2003 , PG-13 ,3,5,5,"A loose adaptation of Alan Moore's eponymous graphic novel about characters drawn from literary works: Set in the 19th century, these characters, many of whom possess extraordinary ""talents,"" band together to fight a madman bent on world domination. The group includes adventurer Allan Quatermain (Sean Connery), Captain Nemo (Naseeruddin Shah), Dr. Jekyll and Mr. Hyde (Jason Flemyng), Dorian Gray (Stuart Townsend), The Invisible Man (Tony Curran) and Tom Sawyer (Shane West). Directed by Stephen Norrington. [1:48]"
A League of Their Own , 1992 , PG ,2,0,2,The film touches on a little-known aspect of recent history-women in professional baseball during World War II. Two sisters are torn by their love for each other and the fierce competition between them.
Lean on Pete , 2018 , R ,3,5,10,"A teen boy (Charlie Plummer) that lives with his father (Travis Fimmel), finds a job caring for quarter horses at a nearby track. When the horse he befriends loses one too many races, he undertakes a mission to save it. Also with Steve Zahn, Chloë Sevigny, Steve Buscemi, Amy Seimetz and Alison Elliott. Directed by Andrew Haigh. [2:01]"
Leap! , 2017 , PG ,1,2,1,"Editor's Note: The film has also been released internationally as ""Ballerina"" and it has been reported that the two versions have been edited differently and some plot points and scenes may be different."
Leap of Faith , 1992 , PG-13 ,2,0,4,"Steve Martin is a fake faith healer preying on the praying faithful by being part circus clown and part hi-tech sleuth. When he gets stuck in a dried-up Kansas hamlet, he puts on a good show until a real miracle occurs."
Leap Year , 2009 , PG ,3,3,4,"It's February 29th, and a woman (Amy Adams) flies to Ireland to propose to her boyfriend (Adam Scott), with whom she's lived for 4 years together. While he has never proposed, according to Irish tradition he must accept if she proposes on a leap day. However, inclement weather may wreck her plans, especially after meeting another man (Mathew Goode). Also with John Lithgow and Kaitlin Olson. Directed by Anand Tucker. [1:40]"
Leatherheads , 2008 , PG-13 ,3,4,4,"An enterprising professional football player (George Clooney) hires a college football star (John Krasinski) to give a much needed boost to his failing team and the failing business of professional football. At the same time, a journalist (Renée Zellweger), whose mission is to expose the truth behind the college player's war hero status, becomes romantically involved with both men. Also with Wayne Duvall, Jonathan Pryce, Stephen Root and Tim Griffin. Directed by George Clooney. [1:54]"
Leave it to Beaver , 1997 , PG ,1,2,2,Beaver and the Cleavers come to the '90s.
Le Divorce , 2003 , PG-13 ,5,4,4,"Drama of manners about a California woman (Kate Hudson) who travels to Paris to be with her expectant sister (Naomi Watts) whose French painter husband is leaving her. The two women must learn to adjust to French ways and culture, while also trying to endure divorce proceedings and keep an extramarital affair a secret from the rest of family. Also with Jean-Marc Barr, Stockard Channing and Glenn Close. Directed by James Ivory. [1:57]"
Lee Daniels' The Butler , 2013 , PG-13 ,5,6,5,"Cecil Gaines (Forest Whittaker) works his way up from butler to maître d' of the White House, serving eight US Presidents. He witnesses the sociopolitical changes occurring from 1952 to 1986 and lives to see the nation's first black President elected. Also with Oprah Winfrey, Mariah Carey, John Cusack and Jane Fonda. Directed by Lee Daniels. [2:12]"
Left Behind , 2014 , PG-13 ,2,6,2,"An airline pilot (Nicolas Cage) experiences instances of turbulence, customer panic and the disappearance of passengers from their seats on a long-haul flight. Returning to his home base, he finds that many other people have vanished, including his wife (Lea Thompson) their young son along with other Christians. Also with Cassi Thomson, Chad Michael Murray, Nicky Whelan, Martin Klebba and Jordin Sparks. Directed by Vic Armstrong. [1:50]"
Legally Blonde , 2001 , PG-13 ,4,3,4,"Reese Witherspoon stars as a young woman, who seems to have everything going for her, except that her boyfriend's family thinks that she's not smart enough because she's a natural blonde. So she enters Harvard Law to prove that stereotypes are wrong. Also with Matthew Davis, Selma Blair, Luke Wilson and Victor Garber. [1:34]"
"Legally Blonde 2: Red, White & Blonde ", 2003 , PG-13 ,3,1,3,"Reese Witherspoon reprises her role as pink-loving, naturally blonde Harvard Law School graduate Elle Woods. This time she's a lawyer-in-pink out to stop animal testing in the cosmetic industry and free her beloved Chihuahua's mother from a laboratory. So, she's off to Washington, D.C., where she meets a sorority sister who's a senator (Sally Field) and a friendly doorman (Bob Newhart) who knows everything about how the political system works. Also with Luke Wilson and Regina King. Directed by Charles Herman-Wurmfeld. [1:34]"
Legend , 2015 , R ,4,9,10,"Biopic of the notorious British gangsters Reggie and Ronnie Kray (Tom Hardy): the criminal operation of the twin brothers in the East End of London in the 1960s spread fear but also made them celebrities when they expanded into owning fashionable nightclubs. Also with Colin Morgan, Tom Hardy, Christopher Eccleston, Joshua Hill, Paul Anderson, Tara Fitzgerald, Nicholas Farrell and Adam Fogerty. Directed by Brian Helgeland. [2:12]"
The Legend of Bagger Vance , 2000 , PG-13 ,3,3,4,"Former golf pro Rannulph Junuh (Matt Damon) loses interest in the game after returning from World War I but finds inspiration from a mysterious caddy (Will Smith), who helps Junuh compete in a tournament sponsored by an ex-lover (Charlize Theron). Also with Joel Gretsch, Jack Lemmon, Bruce McGill, J. Michael Moncrief, Andrea Powell and Lane Smith. [2:05]"
The Legend of Drunken Master , 1994 , R ,1,7,3,"Jackie Chan uses ""drunken fighting"" in order to prevent smugglers from stealing ancient Chinese artifacts. This martial arts style requires the practitioner to be inebriated while fighting. Also with Andy Lau, Anita Mui, Lau Ka Leung and Ti Lung. [1:42]"
The Legend of Hercules , 2014 , PG-13 ,3,7,2,"In this treatment of the Greek legend Hercules (Kellan Lutz) is the demigod son of the Zeus and a mortal woman, Queen Alcmene (Roxanne McKee). After King Amphitryon (Scott Adkins) betrays him, Hercules finds himself abandoned and sold as a slave because of his love for the Princess of Crete, Hebe (Gaia Weiss). Using superhuman powers Hercules fights to return to his kingdom and assume the throne. Also with Liam Garrigan, Liam McIntyre and Rade Serbedzija. Directed by Renny Harlin. [1:39]"
The Legend of Tarzan , 2016 , PG-13 ,3,6,2,"Based on the Edgar Rice Burroughs classic adventure: In the 19th century a British infant lost in an African jungle after a shipwreck is raised by gorillas. As an adult (Christopher Skarsgård), he marries an American woman (Margot Robbie) and confronts Belgium's mercenary soldiers. Also with Djimon Hansou, Christopher Waltz, Samuel L. Jackson and James Broadbent. Directed by David Yates. Several lines of dialogue are in Bantu with English subtitles. A few lines of dialogue are in French with English subtitles and a few are not. [1:48]"
Legend of the Guardians: The Owls of Ga'Hoole , 2010 , PG ,1,4,1,"Several owlets are swept away from their homes and families and placed under into slave-like conditions, where they are forced to perform assigned tasks by the Pure Ones. When two of the owls manage to escape from their captors, they make their way to the legendary tree where the Guardians reside in order to find help. With the voices of Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Helen Mirren, Sam Neill, Richard Roxburgh, Geoffrey Rush, Jim Sturgess, Hugo Weaving and David Wenham. Directed by Zack Snyder. [1:30]"
The Legend of Zorro , 2005 , PG ,3,6,1,"Sequel to ""The Mask of Zorro,"" with Antonio Banderas reprising his role as the masked protector of California peasants circa 1850. This time California is preparing to become a U.S. state, if it survives a conspiracy by an ancient European sect that wants to destroy America. Meanwhile, Zorro's wife (Catherine Zeta-Jones) and young son are upset that he spends too much time saving strangers and not enough time with his family. Also with Rufus Sewell, Nick Chinlund and Julio Oscar Mechoso. Directed by Martin Campbell. [2:10]"
