movie_title,movie_year,movie_rating,sex_nudity,violence_gore,language,movie_description
Edge of Tomorrow , 2014 , PG-13 ,2,6,5,"As multi-legged aliens take over Europe, a military hero (Emily Blunt) scores a major victory against them, while a US Army PR rep (Tom Cruise) has a mission but he dies in battle. However, alien blood spilled on him triggers a time loop and he reawakens repeatedly on the morning before his death. Also with Bill Paxton and Brendan Gleeson. Directed by Doug Liman. [1:53]"
EDtv , 1999 , PG-13 ,4,2,5,"Matthew McConaughey becomes the willing subject of a 24-hour all live TV show, with unpredictable results. Also with Woody Harrelson, Jenna Elfman, Elizabeth Hurley, Dennis Hopper, Sally Kirkland, Viveka Davis, Ellen DeGeneres, Rob Reiner and Martin Landau. [2:03]"
An Education , 2009 , PG-13 ,6,1,4,"Set in London in 1961, this coming-of-age story involves a sixteen-year-old schoolgirl (Carey Mulligan) who is seduced by a charming thirtyish playboy (Peter Sarsgaard) and learns more than she bargains for about love, life and herself. Based on the memoir of Lynn Barber. Also with Emma Thompson, Alfred Molina, Olivia Williams, Dominic Cooper and Rosamund Pike. Directed by Lone Scherfig. [1:40]"
Edward II , 1992 , R ,9,7,2,"Derek Jarman's adaptation of Christopher Marlowe's ""Edward II,"" is a tragic love story about an English king and his male lover."
Ed Wood , 1994 , R ,2,1,5,"Johnny Depp stars as Edward D. Wood, Jr. -- the worst director of all time (""Glen or Glenda?"" and ""Plan 9 from Outer Space"")."
Effie Gray , 2015 , PG-13 ,5,3,1,"A loveless marriage between a Victorian era art historian (Greg Wise) and his teenage bride (Dakota Fanning) leads her to seek a different resolution. Also with Emma Thompson, Russell Tovey, Claudia Cardinale, Derek Jacobi, Julie Walters, Robbie Coltrane, James Fox, Tom Sturridge and David Suchet. Directed by Richard Laxton. [1:48]"
Eight Below , 2006 , PG ,2,4,1,"Paul Walker stars as a guide in the frozen wilderness of Antarctica. When a scientist (Bruce Greenwood) arrives searching for a meteorite that just may have come from Mercury, he takes him, against his better judgment, to an extremely isolated and unmapped region. Then a severe storm forces him to leave behind his team of beloved sled dogs. Inspired by a true story. Also with Jason Biggs and Moon Bloodgood. Directed by Frank Marshall. [1:52]"
8 Crazy Nights , 2002 , PG-13 ,4,4,4,"The main character in this animated feature is a cartoon Adam Sandler, with the real Sandler lending his voice to three different characters. The cartoon Sandler is Davey Stone, a 33-year old party animal who finds himself in trouble with the law after his wild ways go too far. In keeping with the holiday spirit, the judge gives him a last chance at redemption: he has to spend the holiday period performing community service as the assistant referee for the youth basketball league. He thinks he's gotten off easy until he meets the eccentric, good-natured head referee. Also with the voices of Jackie Titone, Jon Lovitz, Kevin Nealon and Rob Schneider. [1:11]"
Eight Legged Freaks , 2002 , PG-13 ,3,5,4,"A man (David Arquette) returns home to Prosperity, Arizona, after having been away for 10 years, hoping he'll strike it rich digging in his late father's mine. Unfortunately some gigantic, toxically charged and hungry spiders got to it first and don't really feel like sharing. Also with Kari Wuhrer, Scarlett Johansson, Matt Czuchry and Doug E. Doug. [1:38]"
8 Mile , 2002 , R ,6,5,10,"Rap artist Marshall ""Eminem"" Mathers makes his acting debut in this autobiographical drama set against the 1995 hip-hop scene in Detroit. He stars as a trailer park kid whose ambition is to become a great rap artist, while dealing with his unemployed mother (Kim Basinger), an ex-girlfriend who may or may not be pregnant (Taryn Manning), and a current one who wants to escape their surroundings as much as he does. Also with Mekhi Phifer and Eugene Byrd. [1:58]"
8MM , 1999 , R ,9,9,10,"Private investigator Nicolas Cage plunges into the world of sadomasochistic pornography when a client asks him to investigate a violent film she found in her dead husband's safe. Joaquin Phoenix, James Gandolfini, Peter Stormare, Christopher Bauer, Anthony Heald, Catherine Keener and Myra Carter co-star. [2:03]"
8 Seconds , 1994 , PG-13 ,2,4,3,"Luke Perry stars as Lane Frost, the world-champion bull rider who was killed by an angry bull at the pinnacle of his career."
88 Minutes , 2008 , R ,6,8,5,"A successful forensic psychiatrist (Al Pacino) who is responsible for providing the evidence that convicts a man accused of serial rape and murder, begins to receive threatening phone calls warning him that he has 88 minutes to live. He becomes suspicious of everyone as he races to save his own life. Also with Alicia Witt, Leelee Sobieski, Neal McDonough, Benjamin McKenzie and Amy Brenneman. Directed by Jon Avnet. [1:48]"
El Cantante , 2007 , R ,7,3,10,"Biopic of Hector Lavoe (Marc Antony) who left Puerto Rico against his father's wishes and became the King of Salsa in the 1970s. Although he becomes an international star with the support of his wife Puchi (Jennifer Lopez), his success does not help him escape personal tragedy, as well as drugs, alcohol, and reckless living. Also with Vincent Laresca, John Ortiz, Manny Perez, Federico Castelluccio and Romi Dias. Directed by Leon Ichaso. [1:56]"
Election , 1999 , R ,7,2,6,"An over-achieving student (Reese Witherspoon) runs for student body president and a popular teacher (Matthew Broderick) resorts to drastic measures to keep her from winning in this black comedy. Also with Chris Klein, Jessica Campbell, Mark Harelik, Phil Reeves, Molly Hagan, Delaney Driscoll, Colleen Camp, Frankie Ingrassia, Matt Malloy, Jeanine Jackson and Holmes Osborne. [1:43]"
Elektra , 2005 , PG-13 ,3,6,3,"From her appearance in ""Daredevil,"" Elektra (Jennifer Garner) is revived so she can star in her own film, and she is now stronger than ever. She has become a hired killer and is very good at it, until she is assigned to kill a man and his 13-year-old daughter. She instead befriends them, and she decides to protect them against her fellow assassins who are now trying to finish her job. Also with Goran Visnjic, Terence Stamp, Jason Isaacs and Will Yun Lee. Directed by Rob Bowman. [1:37]"
The 11th Hour , 2007 , PG ,2,3,1,"Documentary evaluating the enormous and damaging impact of humankind on Earth and arguing that the ultimate destruction of civilization is imminent, unless drastic action is taken immediately. With Leonardo DiCaprio, Mikhail Gorbachev, Paul Hawken, Stephen Hawking and William McDonough. Directed by Leila Conners Peterson & Nadia Conners. [1:35]"
Elf , 2003 , PG ,3,3,3,"A baby crawls into Santa's gift sack and is transported to the North Pole where he is raised as an elf -- believing he is an elf himself, only much taller. The truth is eventually revealed and the now grown man (played by Will Ferrell) travels to New York to find his real family. But when he does he realizes that his father (James Caan) is Scrooge-like, and it's now up to him to use his elfin ways to remind him of the true meaning of Christmas. Also with Edward Asner, Mary Steenburgen and Bob Newhart. Directed by Jon Favreau. [1:35]"
Elizabeth , 1998 , R ,6,7,2,"Cate Blanchett is Elizabeth, the Protestant Queen of England, who must defend her life and throne against religious and political enemies. Geoffrey Rush, Joseph Fiennes, Kathy Burke, Richard Attenborough, Fanny Ardant, Christopher Eccleston and Vincent Cassel co-star. [2:04]"
Elizabeth: The Golden Age , 2007 , PG-13 ,5,7,3,"Cate Blanchett reprises her role as Elizabeth I: It is 1585, just before the attack against England by the Spanish Armada, led by King Philip II, who's determined to restore England to Catholicism after the beheading of Mary Queen of Scots. Treason and plotting are the coins of the realm, while the decisive Queen must manage to save both her throne and her new empire. Also with Geoffrey Rush, Clive Owen, Abbie Cornish and Jordi Molla. Directed by Shekhar Kapur. [1:54]"
Elizabethtown , 2005 , PG-13 ,4,3,5,"Orlando Bloom stars as a man who is contemplating suicide after being fired by his company for losing millions of dollars and also then being promptly dumped by his girlfriend (Jessica Biel). While trying to figure out how to go about it, he learns that his father has died and that he has to travel to his family's small Kentucky hometown. That's when he meets a talkative flight attendant (Kirsten Dunst) with whom he falls in love. Also with Susan Sarandon and Judy Greer. Directed by Cameron Crowe. [2:03]"
Ella Enchanted , 2004 , PG ,3,4,1,"A new take on the classic fairy tale of Cinderella: Ella's father marries an unpleasant woman whose two abusive daughters do their utmost to make Ella (Anne Hathaway) miserable. In this version Ella is given the ""gift"" of obedience at birth by a fairy, and she has no choice but to obey any command, by anybody. As Ella gets older it becomes more difficult to keep the spell a secret from people who wish to take advantage of her inability to say no. Also with Hugh Dancy, Joanna Lumley, Cary Elwes, Minnie Driver and Steve Coogan. Directed by Tommy O'Haver. [1:36]"
Elysium , 2013 , R ,2,8,10,"In the 22nd century the Earth is a wasted, polluted landscape where most people eek out an impoverished existence. Meanwhile, a tiny minority of wealthy individuals live on an idyllic satellite called Elysium where there's no hunger or disease has disappeared. An ex-felon (Matt Damon), struck by radiation sickness and left with five days to live, decides to break into Elysium to find a cure, not realizing how his plan will affect the population of Earth. Also with Alice Braga, Jody Foster, Wagner Moura, Diego Luna, William Fichtner and Sharlto Copley. Directed by Neill Blomkamp. Several scenes are in Spanish or French with English subtitles. [1:49]"
The Emoji Movie , 2017 , PG ,1,3,2,"When the ""Meh"" emoji (voiced by T.J. Miller) in a teen boy's phone has a problem focusing on his assigned emotion, he looks for help from a hacker (voiced by Anna Faris) before being deleted from the operating system. Also with the voices of James Corden, Maya Rudolph, Steven Wright, Jennifer Coolidge, Patrick Stewart, Christina Aguilera, Sofía Vergara and Rachael Ray. Directed by Tony Leondis. [1:26]"
Emperor , 2013 , PG-13 ,2,5,5,"Based on real events in late summer 1945, American forces occupy Japan after Emperor Hirohito's (Takatarô Kataoka) surrender. General Douglas MacArthur (Tommy Lee Jones) finds himself in charge of Japan, its government and reconstruction, and appoints Japanese culture expert General Bonner Fellers (Mathew Fox) to determine within 10 days whether Hirohito should be punished for war crimes or pardoned. Also with Eriko Hatsune, Toshiyuki Nishida, Kaori Momoi, and Colin Moy. Directed by Peter Webber. [1:38]"
Emperor's Club , 2002 , PG-13 ,3,1,4,"Based on the short story ""The Palace Thief"" by Ethan Canin, Kevin Kline stars as a passionate Classics professor who finds himself drawn into a turbulent battle of wills with a new student (Emile Hirsch) who challenges his authority. Their conflict results in a series of compromises on the part of the teacher who's trying to befriend the student, and finally to a fateful decision that has a profound influence on both their lives. Also with Embeth Davidtz, Joel Gretsch and Rob Morrow. [1:49]"
The Emperor's New Clothes , 2002 , PG ,2,2,1,"While historical records indicate that Napoleon Bonaparte was exiled to the island prison of St. Helena where he eventually died in 1821, this film relates an alternate course of events: Ian Holm plays both Napoleon and a man who resembles the emperor and takes his place in prison. The real Napoleon becomes a sailor on a ship bound for France where he hopes to regain his position. Also with Iben Hjejle, Tim McInnerny, Tom Watson and Hugh Bonneville. [1:47]"
The Emperor's New Groove , 2000 , G ,0,3,1,"Disney animated feature about a vain young South American emperor who's turned into a llama by a fired administrator bent on taking over his empire. Through assorted adventures a humble villager helps the emperor get back his throne and undo the magic. With the voices of David Spade, Eartha Kitt, John Goodman, Owen Wilson, Patrick Warburton, Eli Russell Linnetz, Wendie Malick, Robert Bergen, KellyAnn Kelso, Tom Jones, Patti Deutsch, John Fiedler and Joe Whyte. [1:40]"
Empire , 2002 , R ,7,7,10,"Victor Rosa (John Leguizamo) works the streets of the South Bronx as the leader of a crew producing and selling a heroine mix called Empire. His Colombian bosses like his business acumen and give him an opportunity to ""diversify,"" with the help of a savvy Wall Street investment broker, if he'll take care of some street business for them. But when he is unable to live up to his end of the arrangement, his only choice is to run for his life. Also with Denise Richards, Peter Sarsgaard, Sonia Braga and Isabella Rossellini. [1:35]"
Employee of the Month , 2006 , PG-13 ,4,4,5,"A man (Dane Cook) working at the local discount warehouse store becomes inspired to compete for the ""Employee of the Month"" award when a new cashier (Jessica Simpson) joins the staff. He eventually realizes that there is more to doing a good job than just the reward of a gold star. Also with Dax Shepard, Efren Ramirez and Harland Williams. Directed by Greg Coolidge. [1:43]"
Enchanted , 2007 , PG ,3,2,1,"An animated princess thinks she has found her true love, in classic fairy tale fashion, but her prince's evil stepmother is determined to stop the wedding and sends the princess to modern New York City, where she is transformed into a real human being (Amy Adams). While she waits for her prince (James Marsden) to come rescue her, she meets a cynical divorce attorney (Patrick Dempsey) who's captivated by her innocence. Also with Susan Sarandon, Idina Menzel and Timothy Spall. Directed by Kevin Lima. [1:48]"
Enchanted April , 1992 , PG ,1,0,0,"Genteel movie reminiscent of ""A Room With a View."" Set in the early 1900's, four women, dissatisfied with their lives decide to answer an ad in the local newspaper promising a month of sunshine in the Italian countryside."
Encino Man , 1992 , PG ,3,1,1,"Pauly Shore, as a high-school neo-hippie loser, and Sean Astin as his nerdy pal, find a frozen Cro-Magnon man (Brendan Fraser) while they're digging a big hole in their backyard."
Ender's Game , 2013 , PG-13 ,1,6,3,"A teen boy (Asa Butterfield) is recruited and trained to fight against an alien invader, hoping that he will be saving Earth from another attack. Based on Orson Scott Card's popular teen sci-fi novel. Also with Harrison Ford, Hailee Steinfeld, Abigail Breslin, Ben Kingsley, Viola Davis, Aramis Knight, Suraj Partha, Moises Arias, Khylin Rhambo, Jimmy 'Jax' Pinchak and Nonso Anozie. Directed by Gavin Hood. [1:54]"
Endless Love , 2014 , PG-13 ,5,3,5,"When a young man and a young woman (Alex Pettyfer and Gabriella Wilde) meet for the first time after their high school graduation, their passion for each other is relentless; but because the young woman's father (Bruce Greenwood) has career plans for her and the young man is not up to par in his eyes, he throws roadblocks in their way. Also with Joely Richardson, Robert Patrick, Rhys Wakefield, Dayo Okeniyi, Emma Rigby, Anna Enger and Fabianne Therese. Directed by Shana Feste. [1:43]"
End of Days , 1999 , R ,5,9,7,"Arnold Schwarzenegger plays an ex-cop who must stop the Devil himself (Gabriel Byrne) from impregnating a woman (Robin Tunney) before the end of the Millennium. Also with Kevin Pollak, Renee Olstead, Matt Gallini, Linda Pine, Vernon Campbell, Lloyd Garroway, Kassandra Kay, Udo Kier, Denice D. Lewis, Frankie Ray, Rod Steiger and Victor Varnado. [1:58]"
The End of Love , 2013 , NR ,3,3,7,"After the death of his child's mother, a young father (Mark Webber) struggles to find meaning in his life and stability for his son. Also with Alia Shawkat, Shannyn Sossamon, Issac Love, Amanda Seyfried, Jason Ritter, Michael Cera, Jocelin Donahue, Aubrey Plaza and Sarah Ramos. Directed by Mark Webber. [1:30]"
The End of the Affair , 1999 , R ,7,3,2,"Set in London just after WWII, this love story has Ralph Fiennes playing secret lover to a married Julianne Moore. Based on Graham Greene's novel and directed by Neil Jordan. With Stephen Rea, Ian Hart, Sam Bould, Jason Isaacs, James Bolam and Deborah Findlay. [2:24]"
End of the Spear , 2006 , PG-13 ,3,7,1,"Missionaries travel to the Amazon basin in search of a little known tribe, the Waodani, in hopes of converting them to Christianity. Misunderstandings abound when they are unable to communicate and the missionaries are murdered by tribe members. The missionaries' wives continue to try to convert the Waodani to Christianity and forgive the killing of their husbands. With Chad Allen, Louie Leonardo, Chad Allen, Jack Guzman, Christina Souza. Directed by Jim Hanon. [1:52]"
The End of the Tour , 2015 , R ,3,2,7,"A film based on the transcript of an interview between ""Rolling Stone"" writer David Lipsky (Jesse Eisenberg) and novelist David Foster Wallace (Jason Segel) that took place over several days on the writer's 1996 book tour. Also with Mamie Gummer, Anna Chlumsky, Joan Cusack, Ron Livingston and Mickey Sumner. Directed by James Ponsoldt. [1:46]"
End of Watch , 2012 , R ,5,8,10," The story follows the lives of two young police officers (Jake Gyllenhaal and Michael Pena) that are targeted for assassination after a run-in with a Mexican drug cartel. Also with Anna Kendrick, Natalie Martinez, America Ferrera, Frank Grillo and David Harbour. Directed by David Ayer. [1:49]"
Endurance , 1999 , G ,0,2,0,"Disney's dramatization of Ethiopian long-distance runner Haile Gebrselassie's life as he trains for and eventually wins a gold medal in the Atlanta Olympics. With Haile Gebrselassie, Yonas Zergaw, Shawananness Gebrsellasie, Tedesse Haile, Bekele Gebrsellasie and Alem Tellahun. [1:25]"
Enemy at the Gates , 2001 , R ,6,10,4,"Based on the true story of Russian sniper Vassili Zaitsev (Jude Law), who gained notoriety during the World War II battle of Stalingrad and was hunted by his German counterpart, Major Koenig (Ed Harris). Also with Joseph Fiennes, Rachel Weisz, Bob Hoskins, Ron Perlman, Gabriel Thomson, Eva Mattes, Matthias Habich, Sophie Rois and Mikhail Matveyev. [2:11]"
Enemy of the State , 1998 , R ,3,6,8,"Will Smith is targeted by the government in this conspiratorial thriller. Gene Hackman, Jon Voight, Gabriel Byrne, Jason Lee, Jamie Kennedy, Regina King and Scott Caan co-star."
"The Englishman Who Went Up a Hill, but Came Down a Mountain ", 1995 , PG ,1,1,1,"Hugh Grant is a mapmaker in a 1917 Welsh town who deems a beloved mountain to be a mere hill, until the villagers take matters into their own hands."
The English Patient , 1996 , R ,7,7,5,This epic World War II romance has Ralph Fiennes as a dashing explorer and Kristin Scott Thomas as his adulterous lover.
The English Teacher , 2013 , R ,6,4,6,"When a high school English teacher (Julianne Moore) becomes involved with a former student, her world quickly spirals out of control. Also with Michael Angarano, Greg Kinnear, Jessica Hecht, Lily Collins and Nathan Lane. Directed by Craig Zisk. [1:33]"
Enigma , 2002 , R ,5,4,5,"A code-breaking genius (Dougray Scott) is called back from sick leave to help break a code which may save the largest merchant ship convoy from attack by Nazi U-boats in the North Atlantic in 1943. At the same time he is desperate to find out what has happened to the woman (Saffron Burrows) with whom he had become obsessed, and enlists the help of her roommate (Kate Winslet). Also with Corin Redgrave, Tom Hollander, Nikolaj Coster-Waldau and Jeremy Northam. [1:57]"
Enough , 2002 , PG-13 ,4,6,3,"A woman (Jennifer Lopez) meets a man (Billy Campbell) while she waits tables in a diner and she thinks that he is the man who can make her feel safe. So it appears that she has found the happiness that has long eluded her -- until she discovers her new husband can be very abusive. His obsession to keep his wife makes her determined to do whatever it takes to free herself. Also with Juliette Lewis, Christopher Maher, Fred Ward, Noah Wyle, Tessa Allen and Dan Futterman. [1:55]"
Enough Said , 2013 , PG-13 ,5,2,4,"A man and a woman (James Gandolfini and Julia Louis-Dreyfus) meet and although they initially admit that they are not attracted to each other, they begin to date. As their relationship progresses she begins to wonder if he might be the ex-husband of one of her clients (Catherine Keener) who has nothing but awful things to say about him. Also with Tracey Fairaway, Toni Collette, Ben Falcone, Michaela Watkins. Directed by Nicole Holofcener. [1:33]"
Enron: The Smartest Guys in the Room , 2005 , NR ,5,3,5,"The real story about how top executives of Enron, America's 7th largest company at the time of its collapse, pocketed one billion dollars while investors and employees lost everything. The documentary follows Enron's meteoric rise and crash and profiles the men (Kenneth Lay, Jeff Skilling and Andy Fastow) who were responsible. Narrated by Peter Coyote. Directed by Alex Gibney. [1:50]"
Entourage , 2015 , R ,8,3,10,"In this follow up to the eponymous TV series, a vain, spendthrift movie star (Adrian Grenier) and his cohorts (Kevin Connolly, Jerry Ferrara and Kevin Dillon) contact their super-agent, who is now a film studio head (Jeremy Piven). They have a new set of filmmaking ambitions. Also with Billy Bob Thornton and Haley Joel Osment. Directed by Doug Ellin. [1:45]"
Entrapment , 1999 , PG-13 ,3,4,5,"An insurance agent (Catherine Zeta-Jones) poses as a master thief so she can catch the elusive professional (Sean Connery) she's been following for years. Also with Ving Rhames, Will Patton, Maury Chaykin, Kevin McNally and Terry O'Neill. [1:52]"
Envy , 2004 , PG-13 ,4,4,5,"A man (Jack Black) develops a spray that when applied to animal droppings makes them disappear, and becomes rich overnight. Having initially scoffed at the invention and refused to invest in it, his neighbor and best friend (Ben Stiller) becomes extremely envious and is convinced by a stranger (Christopher Walken) to try and destroy his friend's success. Also with Amy Poehler and Rachel Weisz. Directed by Barry Levinson. [1:39]"
Epic , 2013 , PG ,1,4,1,"When a teenager (voiced by Amanda Seyfried) comes to live with her oddball father after the death of her mother, she finds herself trapped in a different world, one of miniature creatures of the forest. After the forest is threatened by evil, she, her father and her new band of rag-tag friends work together to save their world. Also with voices of Blake Anderson, Aziz Ansari, Colin Farrell, Josh Hutcherson, Jason Sudeikis, Steven Tyler, Christoph Waltz and Beyonce Knowles. Directed by Chris Wedge. [1:42]"
Epic Movie , 2007 , PG-13 ,6,7,5,"A parody of many recent films, including ""The Chronicles of Narnia,"" ""Unfortunate Events,"" ""Snakes on a Plane,"" ""X-Men,"" ""Harry Potter,"" ""Borat,"" ""Superman Returns,"" etc. The main plot thread concerns four orphans who visit a chocolate factory and are reunited in ""Gnarnia,"" where they are forced to defend themselves against a cruel witch and her minions. With Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays and Faune Chambers. Directed by Jason Friedberg & Aaron Seltzer. [1:26]"
The Equalizer , 2014 , R ,4,8,10,"An insomniac (Denzel Washington) leads a quiet life in his second career at a DIY megamart. When he meets a teen girl (Chloë Grace Moretz) who is a sex slave to a Russian mob boss (Marton Csokas) he feels he must intervene; his deadly skills from a former, mysterious career prove useful and decides to become the champion of the innocent who have nowhere else to turn. Also with David Harbour, Haley Bennett, Bill Pullman and Melissa Leo. Several lines of dialogue are in Russian with English subtitles and a few have no subtitles. Some tattoos on men's chests are untranslated Russian phrases. Directed by Antoine Fuqua. [2:11]"
Eragon , 2006 , PG ,1,6,1,"Medieval fantasy based on the popular novel: A rebellion rages in a land that was once protected by dragons and their heroic riders and is now ruled by a cruel monarch. When a young man (Edward Speleers) finds the egg of the last dragon, he becomes a dragon rider and must save his people from tyranny. Jeremy Irons, John Malkovich, Djimon Hounsou and Sienna Guillory. Directed by Stefan Fangmeier. [1:44]"
Eraser , 1996 , R ,0,9,7,Arnold Schwarzenegger protects Vanessa Williams as part of his U.S. Marshal in the Witness Protection Program duties.
Erin Brockovich , 2000 , R ,3,1,8,"Erin Brockovich (Julia Roberts) is a brash research assistant who works for an attorney (Albert Finney) in a small law office and, without any formal education or legal experience, builds a lawsuit against a utility company responsible for contaminating a town's water supply. Also with Aaron Eckhart, Marg Helgenberger, Cherry Jones, Veanne Cox, Conchata Ferrell, Tracey Walter, Peter Coyote, Scotty Leavenworth, Gemmenne De la Pena, Jamie Harrold, Mimi Kennedy, Norma Maldonado and Scarlett Pomers. [2:10]"
Escape from L.A. , 1996 , R ,2,8,5,Kurt Russell is back as Snake Plissken and now he has to retrieve a top-secret device from criminal elements in future L.A.
